run_id,review_id,candidate_id,source_layer,source_id,master_site_id,distance_m,score,conflict_type,source_name,master_site_name,commune_source,commune_master,source_type_source,source_type_master,recommended_decision,review_priority,review_status,reason
e60088e9-cf94-4e41-ae65-a5390866b4b8,8e632f73-bbb7-4975-acf4-dd0b34afc493,,infra.decharge,59,,,,Geometrie source absente.,sidi boubker el haj,,,,DECHARGE,,WAIT_SOURCE_FIX,2,PENDING,Geometrie source absente.
e60088e9-cf94-4e41-ae65-a5390866b4b8,7753372f-b37c-4fab-a3ec-aa1c9e4b5bab,,infra.decharge,60,,,,Geometrie source absente.,sidi mohamed lahmar,,,,DECHARGE,,WAIT_SOURCE_FIX,2,PENDING,Geometrie source absente.
e60088e9-cf94-4e41-ae65-a5390866b4b8,757fe773-24c0-42d9-a937-1f8c06e9fd77,,infra.decharge,61,,,,Geometrie source absente.,ouled berjal,,,,DECHARGE,,WAIT_SOURCE_FIX,2,PENDING,Geometrie source absente.
e60088e9-cf94-4e41-ae65-a5390866b4b8,6923336a-5f59-4e2d-8d1b-1df45921de07,,infra.decharge,63,,,,Geometrie source absente.,,,,,DECHARGE,,WAIT_SOURCE_FIX,2,PENDING,Geometrie source absente.
e60088e9-cf94-4e41-ae65-a5390866b4b8,b91bc1bc-d7b6-4b13-bd1d-6f7d798d6288,,infra.decharge,64,,,,Geometrie source absente.,,,,,DECHARGE,,WAIT_SOURCE_FIX,2,PENDING,Geometrie source absente.
e60088e9-cf94-4e41-ae65-a5390866b4b8,bb323d00-5020-41c8-8ab6-6983e33a88e3,,infra.decharge,65,,,,Geometrie source absente.,,,,,DECHARGE,,WAIT_SOURCE_FIX,2,PENDING,Geometrie source absente.
e60088e9-cf94-4e41-ae65-a5390866b4b8,6e5c4b0e-e5ac-4bfb-8a8b-0255ba52bff9,,infra.decharge,66,,,,Geometrie source absente.,,,,,DECHARGE,,WAIT_SOURCE_FIX,2,PENDING,Geometrie source absente.
e60088e9-cf94-4e41-ae65-a5390866b4b8,e168dc07-0203-4073-9829-e36cc35ad284,,infra.decharge,68,,,,Geometrie source absente.,bahara oulad ayad,,,,DECHARGE,,WAIT_SOURCE_FIX,2,PENDING,Geometrie source absente.
e60088e9-cf94-4e41-ae65-a5390866b4b8,6c3b6fce-d95b-4a99-93bb-6e7275d361c6,,infra.decharge,71,,,,Geometrie source absente.,,,,,DECHARGE,,WAIT_SOURCE_FIX,2,PENDING,Geometrie source absente.
e60088e9-cf94-4e41-ae65-a5390866b4b8,fb06cd96-d720-4421-ad42-3544e8492c27,,infra.decharge,73,,,,Geometrie source absente.,decharge publique controlee fes ,,,,DECHARGE,,WAIT_SOURCE_FIX,2,PENDING,Geometrie source absente.
e60088e9-cf94-4e41-ae65-a5390866b4b8,ec0dbff4-e00b-46c6-8cdb-57d18389d199,,infra.decharge,81,,,,Geometrie source absente.,néant,,,,DECHARGE,,WAIT_SOURCE_FIX,2,PENDING,Geometrie source absente.
e60088e9-cf94-4e41-ae65-a5390866b4b8,e954a55c-c660-47e7-bc90-148c1a7162d6,,infra.decharge,86,,,,Geometrie source absente.,néant,,,,DECHARGE,,WAIT_SOURCE_FIX,2,PENDING,Geometrie source absente.
