run_id,review_id,candidate_id,source_layer,source_id,master_site_id,distance_m,score,conflict_type,source_name,master_site_name,commune_source,commune_master,source_type_source,source_type_master,recommended_decision,review_priority,review_status,reason
e60088e9-cf94-4e41-ae65-a5390866b4b8,0e6acf3c-ab97-49d0-b28c-f824dd8d40d9,9c9cb91d-3f5f-4ff1-a1d4-21fdb7388630,infra.step,13,8011af2a-ce10-42e4-ad02-81dc4b088589,0.0,0.5550,DUPLICATE_EXACT,, SBS_DOM,,014050713,STEP,infra.step,MANUAL_REVIEW_REQUIRED,1,PENDING,distance=0.00m; nom=0.00; commune=0.00; priorite=3
e60088e9-cf94-4e41-ae65-a5390866b4b8,9dff2385-0c55-4a73-bd53-a0876a8586fe,ea281650-7d5d-4157-82f3-179753dea7a8,infra.step,32,89d871e7-31cb-44f5-96bb-a5cdbd17cb04,0.0,0.5550,DUPLICATE_EXACT,, SDS_DOM1,,044910503,STEP,infra.step,MANUAL_REVIEW_REQUIRED,1,PENDING,distance=0.00m; nom=0.00; commune=0.00; priorite=3
e60088e9-cf94-4e41-ae65-a5390866b4b8,79d1df79-48ae-4bfd-825c-15125cd3e1c2,cd8e538a-a8c4-457a-ba61-e551bd6d7a33,infra.step,10,148dcb00-e7f2-4821-96e7-9b057cd561e2,0.0,0.5550,DUPLICATE_EXACT,,ZAG_DOM,,044810911,STEP,infra.step,MANUAL_REVIEW_REQUIRED,1,PENDING,distance=0.00m; nom=0.00; commune=0.00; priorite=3
e60088e9-cf94-4e41-ae65-a5390866b4b8,34406fe8-6feb-4c86-9872-40757727f50c,c5bc2452-f14b-41f2-954f-3adaddb42e6b,infra.step,39,3618244d-4c64-4dc3-ad43-289fbb5a921f,0.0,0.5550,DUPLICATE_EXACT,,042810311,,042810311,STEP,infra.step,MANUAL_REVIEW_REQUIRED,1,PENDING,distance=0.00m; nom=0.00; commune=0.00; priorite=3
e60088e9-cf94-4e41-ae65-a5390866b4b8,6370f6d3-a728-4314-9dc2-a24ac7838aeb,cf2dcecb-539b-43e6-8a51-90512456463d,infra.step,26,02d72f9a-7cf0-4ac4-981a-2a2f7ca18797,0.0,0.5550,DUPLICATE_EXACT,,MOB_DECH1,,042811107,STEP,infra.step,MANUAL_REVIEW_REQUIRED,1,PENDING,distance=0.00m; nom=0.00; commune=0.00; priorite=3
e60088e9-cf94-4e41-ae65-a5390866b4b8,5d45ec15-1c79-4508-959f-2ee172f5a808,413030ec-6a54-4319-b0bd-949c674fe4a7,infra.step,23,1de0185c-dca2-4af3-b6f1-c4518d4287c8,0.0,0.5550,DUPLICATE_EXACT,, ARA_DOM1,,042810701,STEP,infra.step,MANUAL_REVIEW_REQUIRED,1,PENDING,distance=0.00m; nom=0.00; commune=0.00; priorite=3
e60088e9-cf94-4e41-ae65-a5390866b4b8,ec6983ae-30ef-4e6f-98ac-dd5152b6cc6c,b5d702eb-24e0-40dd-9ab9-cab194f0811b,infra.step,1,3624a504-ed89-46ec-ba16-fb079a6f51b8,0.0,0.5550,DUPLICATE_EXACT,,042810703,,042810703,STEP,infra.step,MANUAL_REVIEW_REQUIRED,1,PENDING,distance=0.00m; nom=0.00; commune=0.00; priorite=3
e60088e9-cf94-4e41-ae65-a5390866b4b8,ab2e85ea-96da-40e3-bb40-d9582d2ac71e,c4507b55-d248-4224-a91b-74945a85ec35,infra.step,28,4dc71c69-5ee2-401b-a34b-73bcf19af48d,0.0,0.5550,DUPLICATE_EXACT,,khm_DOM,,042910317,STEP,infra.step,MANUAL_REVIEW_REQUIRED,1,PENDING,distance=0.00m; nom=0.00; commune=0.00; priorite=3
e60088e9-cf94-4e41-ae65-a5390866b4b8,8ad7f8ac-ba09-4ffd-8897-8129eab4ff49,711bbc1e-35a5-4cf0-aace-1bb1dea7c731,infra.step,29,db538281-f6ea-4cd1-a2bd-425958795471,0.0,0.5550,DUPLICATE_EXACT,,TFL_DOM,,042910902,STEP,infra.step,MANUAL_REVIEW_REQUIRED,1,PENDING,distance=0.00m; nom=0.00; commune=0.00; priorite=3
e60088e9-cf94-4e41-ae65-a5390866b4b8,5f61358d-903b-4680-85b6-d1fa217e9ddd,5ab7d3e9-0a79-40f2-9dec-a0a87419e5fa,infra.step,25,1abcde3a-ee2e-445f-8634-00780ab6f0f2,0.0,0.5550,DUPLICATE_EXACT,,LLM_DOM1,,042811105,STEP,infra.step,MANUAL_REVIEW_REQUIRED,1,PENDING,distance=0.00m; nom=0.00; commune=0.00; priorite=3
