base,schema,table,type_table,mode_detection,parametre_observe,parametre_normalise_auto,colonne_parametre,colonne_valeur,unite_detectee,volume_lignes,volume_valeurs_non_nulles,nb_valeurs_nulles,nb_valeurs_negatives,nb_valeurs_non_numeriques,min_valeur,max_valeur,premiere_date,derniere_date,exemple_valeur_1,exemple_valeur_2,exemple_valeur_3,source_origine,commentaire_auto
abh_sad,staging,sous_bassin_swat_haut_sebou_new,SWAT,swat_output,area,area,,area,à confirmer,22,22,0,0,0,309659,983032381,,,13045108,139521749,143297541,db,
abh_sad,staging,sous_bassin_swat_haut_sebou_new,SWAT,swat_output,subbasin,subbasin,,subbasin,à confirmer,22,22,0,0,0,1,22,,,1,10,11,db,
abh_sad,staging,sous_bassin_swat_leben_innaouen_new,SWAT,swat_output,subbasin,subbasin,,subbasin,à confirmer,18,18,0,0,0,1,18,,,1,10,11,db,
abh_sad,staging,sous_bassin_swat_leben_innaouen_new,SWAT,swat_output,area,area,,area,à confirmer,18,17,1,0,0,2709,107178,,,107178,11359,11386,db,
abh_sad,staging,sous_bassin_swat_leben_innaouen_new,SWAT,swat_output,slo1,slo1,,slo1,à confirmer,18,17,1,0,0,12.912070541556291,35.873022573332904,,,12.912070541556291,15.791178768524759,17.194019335901590,db,
abh_sad,staging,sous_bassin_swat_leben_innaouen_new,SWAT,swat_output,len1,len1,,len1,à confirmer,18,17,1,0,0,8852.896484375000000,31568.117187500000000,,,10628.762695312500000,12298.688476562500000,12728.887695312500000,db,
abh_sad,staging,sous_bassin_swat_moyen_sebou_new,SWAT,swat_output,area,area,,area,à confirmer,16,16,0,0,0,314,662415726,,,113362881,127271237,154827951,db,
abh_sad,staging,sous_bassin_swat_moyen_sebou_new,SWAT,swat_output,subbasin,subbasin,,subbasin,à confirmer,16,16,0,0,0,1,16,,,1,10,11,db,
abh_sad,staging,sous_bassin_swat_ouergha_new,SWAT,swat_output,subbasin,subbasin,,subbasin,à confirmer,39,39,0,0,0,1,39,,,1,10,11,db,
abh_sad,staging,sous_bassin_swat_ouergha_new,SWAT,swat_output,area,area,,area,à confirmer,39,39,0,0,0,2631,57476,,,10771,11145,11877,db,
abh_sad,staging,sous_bassin_swat_ouergha_new,SWAT,swat_output,slo1,slo1,,slo1,à confirmer,39,39,0,0,0,6.156327514713186,49.302570064809665,,,11.988953761283518,13.647991355568282,14.086311847049288,db,
abh_sad,staging,sous_bassin_swat_ouergha_new,SWAT,swat_output,len1,len1,,len1,à confirmer,39,39,0,0,0,3634.037903611479123,55346.431961090143886,,,10338.094319110748984,10486.006119264005974,10746.985419940940119,db,
abh_sad,staging,sous_bassin_swat_ouergha_new,SWAT,swat_output,sll,sll,,sll,à confirmer,39,39,0,0,0,30.000000000000000,30.000000000000000,,,30.000000000000000,,,db,
abh_sad,staging,sous_bassin_swat_ouergha_new,SWAT,swat_output,csl,csl,,csl,à confirmer,39,39,0,0,0,0.027451553048085,2.332415881017444,,,0.027451553048085,0.036512794338411,0.049020145951010,db,
abh_sad,staging,sous_bassin_swat_ouergha_new,SWAT,swat_output,dep1,dep1,,dep1,à confirmer,39,39,0,0,0,0.480835401391626,1.650967474253306,,,0.480835401391626,0.533961521307893,0.540829978169053,db,
abh_sad,staging,sous_bassin_swat_ouergha_new,SWAT,swat_output,long_,long,,long_,à confirmer,39,39,0,39,0,-5.733520478018750,-4.063873030035622,,,-4.063873030035622,-4.099576344151017,-4.175743737608232,db,
abh_sad,staging,sous_bassin_swat_ouergha_new,SWAT,swat_output,elev,elev,,elev,à confirmer,39,39,0,0,0,46.687144871192388,1268.820103699958509,,,1108.567425484377509,1113.130953783988616,1119.897762435009554,db,
abh_sad,staging,sous_bassin_swat_ouergha_new,SWAT,swat_output,elevmin,elevmin,,elevmin,à confirmer,39,39,0,0,0,18.000000000000000,795.000000000000000,,,145.000000000000000,156.000000000000000,167.000000000000000,db,
abh_sad,staging,sous_bassin_swat_ouergha_new,SWAT,swat_output,elevmax,elevmax,,elevmax,à confirmer,39,39,0,0,0,149.000000000000000,2440.000000000000000,,,1134.000000000000000,1211.000000000000000,149.000000000000000,db,
abh_sad,staging,steps,pollution,colonne_large,Niveau__d_,niveau d,,Niveau__d_,à confirmer,49,35,14,0,35,,,09/08/2024,9/4/2024,-,Prétraitement,Prétraitement  Primaire Secandaire Tertiaire,db,
abh_sad,staging,steps,pollution,colonne_large,Volume_eau,volume eau,,Volume_eau,à confirmer,49,33,16,0,7,216.000,19673500,09/08/2024,9/4/2024,-,101822,1024977,db,
abh_sad,staging,steps,pollution,colonne_large,DBO5___fil,dbo5 fil,,DBO5___fil,à confirmer,49,28,21,0,12,25.9,98,09/08/2024,9/4/2024,-,25.9,31  (mg/l),db,
abh_sad,staging,steps,pollution,colonne_large,DCO__filtr,dco filtr,,DCO__filtr,à confirmer,49,28,21,0,12,54,213,09/08/2024,9/4/2024,-,119,144 mgO2/l,db,
abh_sad,staging,steps,pollution,colonne_large,MES__brut_,mes brut,,MES__brut_,à confirmer,49,27,22,0,12,6.3,98,09/08/2024,9/4/2024,-,134mg/l,17.8,db,
abh_sad,staging,steps_industrielles,pollution,colonne_large,DBO5_mgO2_,dbo5 mgo2,,DBO5_mgO2_,à confirmer,14,14,0,0,6,6.97,10801,,,-,"<6,97",1049,db,
abh_sad,staging,steps_industrielles,pollution,colonne_large,DCO_mgO2_l,dco mgo2 l,,DCO_mgO2_l,à confirmer,14,14,0,0,4,25,12979,,,-,1198,12979,db,
abh_sad,staging,steps_industrielles,pollution,colonne_large,MES_mg_l_,mes mg l,,MES_mg_l_,à confirmer,14,14,0,0,4,8.44,4908,,,-,1036,15.3,db,
abh_sad,staging,stm_abhs,staging,colonne_large,coord_x,coord x,,coord_x,à confirmer,18,18,0,0,0,474570,580571,,,474570,477000,480668,db,
abh_sad,staging,stm_abhs,staging,colonne_large,coord_y,coord y,,coord_y,à confirmer,18,18,0,0,0,330820,470600,,,330820,338000,363700,db,
abh_sad,staging,suivi_qualite_brg_garde_hebdo,qualité,colonne_parametre,PO43-(mgP/l),po43-(mgp/l),parametre_qualite,val_qual_brg_garde_hebdo,à confirmer,182,182,0,0,0,0.02,0.32,2023-01-03,2025-09-22,0.02,0.021,0.022,db,
abh_sad,staging,suivi_qualite_brg_garde_hebdo,qualité,colonne_parametre,MEST(mg/l),mest(mg/l),parametre_qualite,val_qual_brg_garde_hebdo,mg/l,182,182,0,0,0,6.8,47431,2023-01-03,2025-09-22,10.1,10.3,10.4,db,
abh_sad,staging,suivi_qualite_brg_garde_hebdo,qualité,colonne_parametre,Chl.A(µg/l),chl.a(g/l),parametre_qualite,val_qual_brg_garde_hebdo,à confirmer,182,180,2,0,0,0.1,68.4,2023-01-03,2025-09-22,0.1,1.08,1.35,db,
abh_sad,staging,suivi_qualite_brg_garde_hebdo,qualité,colonne_parametre,Indicedephénol(mg/l),indicedephenol(mg/l),parametre_qualite,val_qual_brg_garde_hebdo,mg/l,182,182,0,0,0,0.01,0.2,2023-01-03,2025-09-22,0.01,0.011,0.012,db,
abh_sad,staging,suivi_qualite_brg_garde_hebdo,qualité,colonne_parametre,PT(mgP/l),pt(mgp/l),parametre_qualite,val_qual_brg_garde_hebdo,à confirmer,182,178,4,0,0,0.05,0.691,2023-01-03,2025-09-22,0.05,0.051,0.053,db,
abh_sad,staging,suivi_qualite_brg_garde_hebdo,qualité,colonne_parametre,Nickel(mg)/l,nickel(mg)/l,parametre_qualite,val_qual_brg_garde_hebdo,à confirmer,182,22,160,0,0,0.01,0.01,2023-01-03,2025-09-22,0.01,,,db,
abh_sad,staging,suivi_qualite_brg_garde_hebdo,qualité,colonne_parametre,IP(mgO2/l),ip(mgo2/l),parametre_qualite,val_qual_brg_garde_hebdo,à confirmer,182,88,94,0,0,0.80334728,3.49,2023-01-03,2025-09-22,0.80334728,0.856,1.316872428,db,
abh_sad,staging,suivi_qualite_brg_garde_hebdo,qualité,colonne_parametre,pH,ph,parametre_qualite,val_qual_brg_garde_hebdo,à confirmer,182,182,0,0,0,7.3,8.8,2023-01-03,2025-09-22,7.3,7.5,7.6,db,
abh_sad,staging,suivi_qualite_brg_garde_hebdo,qualité,colonne_parametre,T_eau,t eau,parametre_qualite,val_qual_brg_garde_hebdo,à confirmer,182,182,0,0,0,12.6,31.5,2023-01-03,2025-09-22,12.6,12.7,12.8,db,
abh_sad,staging,suivi_qualite_brg_garde_hebdo,qualité,colonne_parametre,Litium(mg/l),litium(mg/l),parametre_qualite,val_qual_brg_garde_hebdo,mg/l,182,22,160,0,0,0.0069,0.0643,2023-01-03,2025-09-22,0.0069,0.0086,0.0117,db,
abh_sad,staging,suivi_qualite_brg_garde_hebdo,qualité,colonne_parametre,NH4+(mgNH4+/l),nh4+(mgnh4+/l),parametre_qualite,val_qual_brg_garde_hebdo,à confirmer,182,182,0,0,0,0.02,3.27,2023-01-03,2025-09-22,0.02,0.021,0.023142857,db,
abh_sad,staging,suivi_qualite_brg_garde_hebdo,qualité,colonne_parametre,Cobalt(mg/l)),cobalt(mg/l)),parametre_qualite,val_qual_brg_garde_hebdo,mg/l,182,22,160,0,0,0.005,0.005,2023-01-03,2025-09-22,0.005,,,db,
abh_sad,staging,suivi_qualite_brg_garde_hebdo,qualité,colonne_parametre,SiO2(mg/l),sio2(mg/l),parametre_qualite,val_qual_brg_garde_hebdo,mg/l,182,22,160,0,0,0.709,7.99,2023-01-03,2025-09-22,0.709,0.858,1.38,db,
abh_sad,staging,suivi_qualite_brg_garde_hebdo,qualité,colonne_parametre,Manganèse(mg/l),manganese(mg/l),parametre_qualite,val_qual_brg_garde_hebdo,mg/l,182,180,2,0,0,0.005,0.137,2023-01-03,2025-09-22,0.005,0.05,0.064,db,
abh_sad,staging,suivi_qualite_brg_garde_hebdo,qualité,colonne_parametre,Aluminium(mg/l),aluminium(mg/l),parametre_qualite,val_qual_brg_garde_hebdo,mg/l,182,22,160,0,0,0.01,0.2478,2023-01-03,2025-09-22,0.01,0.0192,0.0216,db,
abh_sad,staging,suivi_qualite_brg_garde_hebdo,qualité,colonne_parametre,Fer(mg/l),fer(mg/l),parametre_qualite,val_qual_brg_garde_hebdo,mg/l,182,22,160,0,0,0.05,0.263,2023-01-03,2025-09-22,0.05,0.062,0.086,db,
abh_sad,staging,suivi_qualite_brg_garde_hebdo,qualité,colonne_parametre,Beryllium(mg/l),beryllium(mg/l),parametre_qualite,val_qual_brg_garde_hebdo,mg/l,182,22,160,0,0,0.005,0.005,2023-01-03,2025-09-22,0.005,,,db,
abh_sad,staging,suivi_qualite_brg_garde_hebdo,qualité,colonne_parametre,Bore(mg/l),bore(mg/l),parametre_qualite,val_qual_brg_garde_hebdo,mg/l,182,22,160,0,0,0.058,0.157,2023-01-03,2025-09-22,0.058,0.06,0.066,db,
abh_sad,staging,suivi_qualite_brg_garde_hebdo,qualité,colonne_parametre,Chrome(mg/l),chrome(mg/l),parametre_qualite,val_qual_brg_garde_hebdo,mg/l,182,22,160,0,0,0.005,0.005,2023-01-03,2025-09-22,0.005,,,db,
abh_sad,staging,suivi_qualite_brg_garde_hebdo,qualité,colonne_parametre,Plomb(mg/l),plomb(mg/l),parametre_qualite,val_qual_brg_garde_hebdo,mg/l,182,22,160,0,0,0.005,0.005,2023-01-03,2025-09-22,0.005,,,db,
abh_sad,staging,suivi_qualite_brg_garde_hebdo,qualité,colonne_parametre,Conductivitéà20°C(µs/cm),conductivitea20c(s/cm),parametre_qualite,val_qual_brg_garde_hebdo,à confirmer,182,182,0,0,0,676,3160,2023-01-03,2025-09-22,1011,1015,1016,db,
abh_sad,staging,suivi_qualite_brg_garde_hebdo,qualité,colonne_parametre,DisquedeSecchi(m),disquedesecchi(m),parametre_qualite,val_qual_brg_garde_hebdo,à confirmer,182,91,91,0,0,0.01,1.2,2023-01-03,2025-09-22,0.01,0.15,0.2,db,
abh_sad,staging,suivi_qualite_brg_garde_hebdo,qualité,colonne_parametre,Sélénium(mg/l),selenium(mg/l),parametre_qualite,val_qual_brg_garde_hebdo,mg/l,182,22,160,0,0,0.005,0.005,2023-01-03,2025-09-22,0.005,,,db,
abh_sad,staging,suivi_qualite_brg_garde_hebdo,qualité,colonne_parametre,Cl-(mg/l),cl-(mg/l),parametre_qualite,val_qual_brg_garde_hebdo,mg/l,182,92,90,0,0,123,634,2023-01-03,2025-09-22,123,127,128,db,
abh_sad,staging,suivi_qualite_brg_garde_hebdo,qualité,colonne_parametre,O2dissous(mgd'O2/l),o2dissous(mgd'o2/l),parametre_qualite,val_qual_brg_garde_hebdo,à confirmer,182,182,0,0,0,4.14,16.3,2023-01-03,2025-09-22,10,10.04,10.12,db,
abh_sad,staging,suivi_qualite_brg_garde_hebdo,qualité,colonne_parametre,SO4(mg/l),so4(mg/l),parametre_qualite,val_qual_brg_garde_hebdo,mg/l,182,180,2,0,0,0.281,248,2023-01-03,2025-09-22,0.281,0.285,101,db,
abh_sad,staging,suivi_qualite_brg_garde_hebdo,qualité,colonne_parametre,NO3-(mg/l),no3-(mg/l),parametre_qualite,val_qual_brg_garde_hebdo,mg/l,182,180,2,0,0,0.892,81.7,2023-01-03,2025-09-22,0.892,0.948,1.106,db,
abh_sad,staging,suivi_qualite_brg_garde_hebdo,qualité,colonne_parametre,CF(UFC/100mL),cf(ufc/100ml),parametre_qualite,val_qual_brg_garde_hebdo,à confirmer,182,88,94,0,0,0,110000,2023-01-03,2025-09-22,0,10,100,db,
abh_sad,staging,suivi_qualite_brg_garde_hebdo,qualité,colonne_parametre,Ferdissous(mg/l),ferdissous(mg/l),parametre_qualite,val_qual_brg_garde_hebdo,mg/l,182,180,2,0,0,0.005,0.522,2023-01-03,2025-09-22,0.005,0.01,0.018,db,
abh_sad,staging,suivi_qualite_brg_garde_hebdo,qualité,colonne_parametre,Cuivre(mg/l),cuivre(mg/l),parametre_qualite,val_qual_brg_garde_hebdo,mg/l,182,22,160,0,0,0.005,0.0217,2023-01-03,2025-09-22,0.005,0.0052,0.0101,db,
abh_sad,staging,suivi_qualite_brg_garde_hebdo,qualité,colonne_parametre,Zinc(mg/l),zinc(mg/l),parametre_qualite,val_qual_brg_garde_hebdo,mg/l,182,22,160,0,0,0.01,0.0211,2023-01-03,2025-09-22,0.01,0.0123,0.0167,db,
abh_sad,staging,suivi_qualite_brg_garde_hebdo,qualité,colonne_parametre,Molybdène(mg/l),molybdene(mg/l),parametre_qualite,val_qual_brg_garde_hebdo,mg/l,182,22,160,0,0,0.01,0.01,2023-01-03,2025-09-22,0.01,,,db,
abh_sad,staging,suivi_qualite_brg_garde_hebdo,qualité,colonne_parametre,Cadmium(mg/l),cadmium(mg/l),parametre_qualite,val_qual_brg_garde_hebdo,mg/l,182,22,160,0,0,0.0005,0.0005,2023-01-03,2025-09-22,0.0005,,,db,
abh_sad,staging,suivi_qualite_brg_garde_hebdo,qualité,colonne_parametre,Arsenic(mg/l),arsenic(mg/l),parametre_qualite,val_qual_brg_garde_hebdo,mg/l,182,22,160,0,0,0.005,0.005,2023-01-03,2025-09-22,0.005,,,db,
abh_sad,staging,suivi_qualite_brg_garde_hebdo,qualité,colonne_parametre,T_air,t air,parametre_qualite,val_qual_brg_garde_hebdo,à confirmer,182,182,0,0,0,9,42,2023-01-03,2025-09-22,11,13,14,db,
abh_sad,staging,suivi_qualite_brg_garde_hebdo,qualité,colonne_parametre,Mercure(mg/l),mercure(mg/l),parametre_qualite,val_qual_brg_garde_hebdo,mg/l,182,22,160,0,0,0.00025,0.564,2023-01-03,2025-09-22,0.00025,0.564,,db,
abh_sad,staging,suivi_qualite_brg_garde_hebdo,qualité,colonne_parametre,Vanadium(mg/l),vanadium(mg/l),parametre_qualite,val_qual_brg_garde_hebdo,mg/l,182,22,160,0,0,0.005,0.01,2023-01-03,2025-09-22,0.005,0.01,,db,
abh_sad,staging,suivi_qualite_brg_garde_hebdo,qualité,colonne_parametre,F-(mg/l),f-(mg/l),parametre_qualite,val_qual_brg_garde_hebdo,mg/l,181,22,159,0,0,0.168,0.564,2023-01-03,2025-09-22,0.168,0.178,0.204,db,
abh_sad,staging,suivi_qualite_brg_garde_hebdo,qualité,colonne_parametre,CN(mg/l),cn(mg/l),parametre_qualite,val_qual_brg_garde_hebdo,mg/l,179,22,157,0,0,0.02,0.02,2023-01-03,2025-09-22,0.02,,,db,
abh_sad,staging,suivi_qualite_sebou,qualité,colonne_parametre,Conductivité,conductivite,parametre_qualite,val_qual_sebou_jr,à confirmer,3954,3915,39,0,0,0,8090,2023-12-07,2025-09-25,0,1000,1001,db,
abh_sad,staging,suivi_qualite_sebou,qualité,colonne_parametre,Nitrates,nitrates,parametre_qualite,val_qual_sebou_jr,à confirmer,3954,3907,47,0,0,0,74.9,2023-12-07,2025-09-25,0,0.248,0.3,db,
abh_sad,staging,suivi_qualite_sebou,qualité,colonne_parametre,Turbidité,turbidite,parametre_qualite,val_qual_sebou_jr,à confirmer,3954,3407,547,0,0,0,1000,2023-12-07,2025-09-25,0,10,10.2,db,
abh_sad,staging,suivi_qualite_sebou,qualité,colonne_parametre,pH,ph,parametre_qualite,val_qual_sebou_jr,à confirmer,3954,3915,39,0,0,0,9.24,2023-12-07,2025-09-25,0,7,7.05,db,
abh_sad,staging,suivi_qualite_sebou,qualité,colonne_parametre,NTK,ntk,parametre_qualite,val_qual_sebou_jr,à confirmer,3954,3901,53,0,0,0,271.6,2023-12-07,2025-09-25,0,0.228,0.232,db,
abh_sad,staging,suivi_qualite_sebou,qualité,colonne_parametre,T_air,t air,parametre_qualite,val_qual_sebou_jr,à confirmer,3954,2802,1152,0,0,9,50,2023-12-07,2025-09-25,10,11,12,db,
abh_sad,staging,suivi_qualite_sebou,qualité,colonne_parametre,Ammonium,ammonium,parametre_qualite,val_qual_sebou_jr,à confirmer,3954,3913,41,0,0,0,58.6,2023-12-07,2025-09-25,0,0.02,0.020571428571428574,db,
abh_sad,staging,suivi_qualite_sebou,qualité,colonne_parametre,H_G,h g,parametre_qualite,val_qual_sebou_jr,à confirmer,3954,3904,50,0,0,0,377,2023-12-07,2025-09-25,0,0.0402,0.377,db,
abh_sad,staging,suivi_qualite_sebou,qualité,colonne_parametre,Phenol,phenol,parametre_qualite,val_qual_sebou_jr,à confirmer,3954,3907,47,0,0,0,0.026,2023-12-07,2025-09-25,0,0.01,0.011,db,
abh_sad,staging,suivi_qualite_sebou,qualité,colonne_parametre,DBO5,dbo5,parametre_qualite,val_qual_sebou_jr,à confirmer,3954,168,3786,0,0,0,36.1,2023-12-07,2025-09-25,0,0.278,0.6030000000000009,db,
abh_sad,staging,suivi_qualite_sebou,qualité,colonne_parametre,T_eau,t eau,parametre_qualite,val_qual_sebou_jr,à confirmer,3954,3915,39,0,0,0,35.8,2023-12-07,2025-09-25,0,10.1,10.2,db,
abh_sad,staging,suivi_qualite_sebou,qualité,colonne_parametre,O2_dissous,o2 dissous,parametre_qualite,val_qual_sebou_jr,à confirmer,3954,3915,39,0,0,0,13.3,2023-12-07,2025-09-25,0,0.15,0.25,db,
abh_sad,staging,suivi_qualite_sebou,qualité,colonne_parametre,DCO,dco,parametre_qualite,val_qual_sebou_jr,à confirmer,3954,188,3766,0,0,0,209,2023-12-07,2025-09-25,0,106,109.44000000000005,db,
abh_sad,swat_output,stg_swat_qualite_meta,SWAT,swat_output,sheet_name,sheet name,,sheet_name,à confirmer,123,123,0,0,123,,,2026-04-03 15:41:12.57812+00,2026-04-03 15:41:12.57812+00,Audit,Statistiques,Synthese,db,
abh_sad,swat_sebou,swat_reach_results,SWAT,swat_output,flow_in,flow in,,flow_in,à confirmer,0,0,0,,0,,,,,,,,db,
abh_sad,swat_sebou,swat_reach_results,SWAT,swat_output,flow_out,flow out,,flow_out,à confirmer,0,0,0,,0,,,,,,,,db,
abh_sad,swat_sebou,swat_reach_results,SWAT,swat_output,sed_in,sed in,,sed_in,à confirmer,0,0,0,,0,,,,,,,,db,
abh_sad,swat_sebou,swat_reach_results,SWAT,swat_output,sed_out,sed out,,sed_out,à confirmer,0,0,0,,0,,,,,,,,db,
abh_sad,swat_sebou,swat_reach_results,SWAT,swat_output,no3_out,no3 out,,no3_out,à confirmer,0,0,0,,0,,,,,,,,db,
abh_sad,swat_sebou,swat_reach_results,SWAT,swat_output,orgp_out,orgp out,,orgp_out,à confirmer,0,0,0,,0,,,,,,,,db,
abh_sad,swat_sebou,swat_scenarios,SWAT,swat_output,timestep,timestep,,timestep,à confirmer,1,0,1,0,0,,,,,,,,db,
abh_sad,swat_sebou,swat_subbasin_results,SWAT,swat_output,precip,precip,,precip,à confirmer,0,0,0,,0,,,,,,,,db,
abh_sad,swat_sebou,swat_subbasin_results,SWAT,swat_output,sedp,sedp,,sedp,à confirmer,0,0,0,,0,,,,,,,,db,
abh_sad,swat_sebou,swat_subbasin_results,SWAT,swat_output,orgn,orgn,,orgn,à confirmer,0,0,0,,0,,,,,,,,db,
abh_sad,swat_sebou,swat_subbasin_results,SWAT,swat_output,solp,solp,,solp,à confirmer,0,0,0,,0,,,,,,,,db,
abh_sad,wasp_output,mesure_qualite_segment_ts,WASP,colonne_parametre,TCBOD,tcbod,code_parametre,valeur,à confirmer,80388,80388,0,0,0,0,51.74196,2015-09-01 00:00:00+00,2025-08-31 09:41:00+00,0,0.000100702026,0.00010791974,db,
abh_sad,wasp_output,mesure_qualite_segment_ts,WASP,colonne_parametre,TN,tn,code_parametre,valeur,à confirmer,80388,80388,0,0,0,0,192.3133,2015-09-01 00:00:00+00,2025-08-31 09:41:00+00,0,0.00010095208,0.00010270675,db,
abh_sad,wasp_output,mesure_qualite_segment_ts,WASP,colonne_parametre,DO,do,code_parametre,valeur,à confirmer,80388,80388,0,0,0,0.00015072497,14.677821,2015-09-01 00:00:00+00,2025-08-31 09:41:00+00,0.00015072497,0.0001778318,0.000182162,db,
abh_sad,wasp_output,mesure_qualite_segment_ts,WASP,colonne_parametre,PH,ph,code_parametre,valeur,à confirmer,76734,76734,0,0,0,7.000068,12.414526,2015-09-01 00:00:00+00,2025-08-31 09:41:00+00,10.000012,10.000034,10.000145,db,
abh_sad,wasp_output,mesure_qualite_segment_ts,WASP,colonne_parametre,WATER_AGE,water age,code_parametre,valeur,à confirmer,76734,76734,0,0,0,1.0416669e-06,59.95033,2015-09-01 00:00:00+00,2025-08-31 09:41:00+00,0.03007652,0.038084127,0.040528588,db,
abh_sad,wasp_output,mesure_qualite_segment_ts,WASP,colonne_parametre,NO3_N,no3 n,code_parametre,valeur,à confirmer,76734,76734,0,0,0,0,28.551165,2015-09-01 00:00:00+00,2025-08-31 09:41:00+00,0,0.00010026327,0.00010212003,db,
abh_sad,wasp_output,mesure_qualite_segment_ts,WASP,colonne_parametre,CBOD_U,cbod u,code_parametre,valeur,à confirmer,76734,76734,0,0,0,0,51.74196,2015-09-01 00:00:00+00,2025-08-31 09:41:00+00,0,0.000100702026,0.00010791974,db,
abh_sad,wasp_output,mesure_qualite_segment_ts,WASP,colonne_parametre,SOLIDS,solids,code_parametre,valeur,à confirmer,76734,76734,0,0,0,0,171.88052,2015-09-01 00:00:00+00,2025-08-31 09:41:00+00,0,0.00010095348,0.00010634506,db,
abh_sad,wasp_output,mesure_qualite_segment_ts,WASP,colonne_parametre,NH4_N,nh4 n,code_parametre,valeur,à confirmer,76734,76734,0,0,0,0,8.583485,2015-09-01 00:00:00+00,2025-08-31 09:41:00+00,0,0.00010131878,0.00010438908,db,
abh_sad,wasp_output,mesure_qualite_segment_ts,WASP,colonne_parametre,FLOW_OUT,flow out,code_parametre,valeur,à confirmer,76734,76734,0,922,0,-0.016316392,994.4919,2015-09-01 00:00:00+00,2025-08-31 09:41:00+00,-0.00015288839,-0.00023411635,-0.00029725127,db,
abh_sad,wasp_output,mesure_qualite_segment_ts,WASP,colonne_parametre,WATER_TEMP,water temp,code_parametre,valeur,à confirmer,76734,76734,0,0,0,0,23.340624,2015-09-01 00:00:00+00,2025-08-31 09:41:00+00,0,0.00016335431,0.00080158503,db,
abh_sad,wasp_output,mesure_qualite_segment_ts,WASP,colonne_parametre,TKN,tkn,code_parametre,valeur,à confirmer,76734,76734,0,0,0,0,190.8954,2015-09-01 00:00:00+00,2025-08-31 09:41:00+00,0,0.00010132633,0.00010438908,db,
abh_sad,wasp_output,ref_parametre_qualite,WASP,colonne_parametre,TN,tn,code_parametre,,mg/L,1,,,,,,,2026-04-03 16:13:49.973446+00,2026-04-03 16:13:49.973446+00,,,,db,
abh_sad,wasp_output,ref_parametre_qualite,WASP,colonne_parametre,SOLIDS,solids,code_parametre,,mg/L,1,,,,,,,2026-04-03 16:13:49.973446+00,2026-04-03 16:13:49.973446+00,,,,db,
abh_sad,wasp_output,ref_parametre_qualite,WASP,colonne_parametre,NH4_N,nh4 n,code_parametre,,mg/L,1,,,,,,,2026-04-03 16:13:49.973446+00,2026-04-03 16:13:49.973446+00,,,,db,
abh_sad,wasp_output,ref_parametre_qualite,WASP,colonne_parametre,WATER_TEMP,water temp,code_parametre,,degC,1,,,,,,,2026-04-03 16:13:49.973446+00,2026-04-03 16:13:49.973446+00,,,,db,
abh_sad,wasp_output,ref_parametre_qualite,WASP,colonne_parametre,WATER_AGE,water age,code_parametre,,day,1,,,,,,,2026-04-03 16:13:49.973446+00,2026-04-03 16:13:49.973446+00,,,,db,
