base,schema,table,type_table,mode_detection,parametre_observe,parametre_normalise_auto,colonne_parametre,colonne_valeur,unite_detectee,volume_lignes,volume_valeurs_non_nulles,nb_valeurs_nulles,nb_valeurs_negatives,nb_valeurs_non_numeriques,min_valeur,max_valeur,premiere_date,derniere_date,exemple_valeur_1,exemple_valeur_2,exemple_valeur_3,source_origine,commentaire_auto
abh_sad,staging,mesures_qualite_barrages,qualité,colonne_parametre,Eh,eh,parametre_qualite,val_qual_barr,à confirmer,6,6,0,0,0,129,801,1990-08-17,1991-11-25,129,359,360,db,
abh_sad,staging,mesures_qualite_barrages,qualité,colonne_parametre,MO,mo,parametre_qualite,val_qual_barr,à confirmer,6,6,0,0,0,0,7.6,1994-11-03,2005-06-27,0,7.6,,db,
abh_sad,staging,mesures_qualite_barrages,qualité,colonne_parametre,Largeur,largeur,parametre_qualite,val_qual_barr,à confirmer,5,5,0,0,0,0.9,20,2003-06-06,2004-10-08,0.9,10,2.5,db,
abh_sad,staging,mesures_qualite_barrages,qualité,colonne_parametre,F_M_mes,f m mes,parametre_qualite,val_qual_barr,à confirmer,3,3,0,0,0,0.059,55.4,1996-05-29,2006-04-20,0.059,38.4,55.4,db,
abh_sad,staging,mesures_qualite_barrages,qualité,colonne_parametre,IBGN,ibgn,parametre_qualite,val_qual_barr,à confirmer,3,3,0,0,0,9,15,2009-03-16,2009-09-10,13,15,9,db,
abh_sad,staging,mesures_qualite_barrages,qualité,colonne_parametre,S2,s2,parametre_qualite,val_qual_barr,à confirmer,2,2,0,0,0,0,0.026,2003-06-10,2005-07-28,0,0.026,,db,
abh_sad,staging,mesures_qualite_barrages,qualité,colonne_parametre,phenol,phenol,parametre_qualite,val_qual_barr,à confirmer,2,2,0,0,0,0.02,7.09,2007-01-12,2024-11-13,0.02,7.09,,db,
abh_sad,staging,mesures_qualite_barrages,qualité,colonne_parametre,FM,fm,parametre_qualite,val_qual_barr,à confirmer,1,1,0,0,0,38.4,38.4,1996-05-29,1996-05-29,38.4,,,db,
abh_sad,staging,mesures_qualite_barrages,qualité,colonne_parametre,Couleur,couleur,parametre_qualite,val_qual_barr,à confirmer,1,1,0,0,0,0.073,0.073,2004-10-07,2004-10-07,0.073,,,db,
abh_sad,staging,mesures_qualite_barrages,qualité,colonne_parametre,Azote_Org,azote org,parametre_qualite,val_qual_barr,à confirmer,1,1,0,0,0,0.25,0.25,2003-11-13,2003-11-13,0.25,,,db,
abh_sad,staging,mesures_qualite_barrages,qualité,colonne_parametre,HCT,hct,parametre_qualite,val_qual_barr,à confirmer,1,1,0,0,0,9.55,9.55,2007-01-12,2007-01-12,9.55,,,db,
abh_sad,staging,mesures_qualite_barrages,qualité,colonne_parametre,RS105,rs105,parametre_qualite,val_qual_barr,à confirmer,1,1,0,0,0,300,300,1990-01-30,1990-01-30,300,,,db,
abh_sad,staging,mesures_qualite_barrages,qualité,colonne_parametre,Detergent,detergent,parametre_qualite,val_qual_barr,à confirmer,1,1,0,0,0,0.15,0.15,1990-08-17,1990-08-17,0.15,,,db,
abh_sad,staging,mesures_qualite_barrages,qualité,colonne_parametre,OH,oh,parametre_qualite,val_qual_barr,à confirmer,1,1,0,0,0,7.65,7.65,1992-06-05,1992-06-05,7.65,,,db,
abh_sad,staging,mesures_qualite_barrages,qualité,colonne_parametre,S,s,parametre_qualite,val_qual_barr,à confirmer,1,1,0,0,0,0.026,0.026,2003-06-10,2003-06-10,0.026,,,db,
abh_sad,staging,mesures_qualite_barrages,qualité,colonne_parametre,DCO_dec2h,dco dec2h,parametre_qualite,val_qual_barr,à confirmer,1,1,0,0,0,34.27,34.27,2002-11-25,2002-11-25,34.27,,,db,
abh_sad,staging,mesures_qualite_barrages,qualité,colonne_parametre,Azote_tot_kjeld,azote tot kjeld,parametre_qualite,val_qual_barr,à confirmer,1,1,0,0,0,0.371,0.371,1996-10-24,1996-10-24,0.371,,,db,
abh_sad,staging,mesures_qualite_nappes,qualité,colonne_parametre,Conductivite,conductivite,parametre_qualite,val_qual_nap,à confirmer,2659,2659,0,0,0,0,54900,1988-10-03,2024-11-29,0,10.6,1000,db,
abh_sad,staging,mesures_qualite_nappes,qualité,colonne_parametre,T_eau,t eau,parametre_qualite,val_qual_nap,à confirmer,2658,2658,0,0,0,8.6,213,1988-10-03,2024-11-29,10,10.3,10.5,db,
abh_sad,staging,mesures_qualite_nappes,qualité,colonne_parametre,ph,ph,parametre_qualite,val_qual_nap,à confirmer,2651,2651,0,0,0,2.61,22.1,1988-10-03,2024-11-29,10.16,10.8,14.35,db,
abh_sad,staging,mesures_qualite_nappes,qualité,colonne_parametre,CF,cf,parametre_qualite,val_qual_nap,à confirmer,2643,2643,0,0,0,0,6500000,1988-10-03,2024-11-29,0,0.2,1,db,
abh_sad,staging,mesures_qualite_nappes,qualité,colonne_parametre,SF,sf,parametre_qualite,val_qual_nap,à confirmer,2640,2640,0,0,0,0,1600000,1988-10-03,2024-11-29,0,0.2,0.8,db,
abh_sad,staging,mesures_qualite_nappes,qualité,colonne_parametre,K,k,parametre_qualite,val_qual_nap,à confirmer,2637,2637,0,0,0,0,30810,1988-10-03,2024-11-26,0,0.07,0.08,db,
abh_sad,staging,mesures_qualite_nappes,qualité,colonne_parametre,NA,na,parametre_qualite,val_qual_nap,à confirmer,2637,2637,0,0,0,0,9124,1988-10-03,2024-11-26,0,0.11957,0.2,db,
abh_sad,staging,mesures_qualite_nappes,qualité,colonne_parametre,HCO3-,hco3-,parametre_qualite,val_qual_nap,à confirmer,2636,2636,0,0,0,0,1512.8,1988-10-03,2024-11-26,0,10.9,100,db,
abh_sad,staging,mesures_qualite_nappes,qualité,colonne_parametre,NO3-,no3-,parametre_qualite,val_qual_nap,à confirmer,2632,2632,0,0,0,0,3618,1988-10-03,2024-11-19,0,0.002,0.003,db,
abh_sad,staging,mesures_qualite_nappes,qualité,colonne_parametre,MO,mo,parametre_qualite,val_qual_nap,à confirmer,2625,2625,0,0,0,0,1092,1990-09-21,2024-11-28,0,0.06,0.1,db,
abh_sad,staging,mesures_qualite_nappes,qualité,colonne_parametre,Cl,cl,parametre_qualite,val_qual_nap,à confirmer,2624,2624,0,0,0,1,17581,1988-10-03,2024-11-19,1,1.42,10.2,db,
abh_sad,staging,mesures_qualite_nappes,qualité,colonne_parametre,Mg,mg,parametre_qualite,val_qual_nap,à confirmer,2619,2619,0,0,0,0.49,1008,1988-10-03,2024-11-20,0.49,0.7,1,db,
abh_sad,staging,mesures_qualite_nappes,qualité,colonne_parametre,SO4,so4,parametre_qualite,val_qual_nap,à confirmer,2618,2618,0,0,0,0,2039,1988-10-03,2024-11-19,0,0.04,0.2,db,
abh_sad,staging,mesures_qualite_nappes,qualité,colonne_parametre,T_Air,t air,parametre_qualite,val_qual_nap,à confirmer,2617,2617,0,0,0,4,88,1988-10-03,2024-11-29,10,10.1,10.2,db,
abh_sad,staging,mesures_qualite_nappes,qualité,colonne_parametre,NO2-,no2-,parametre_qualite,val_qual_nap,à confirmer,2609,2609,0,0,0,0,85.4,1991-01-24,2024-11-29,0,0.001,0.0013,db,
abh_sad,staging,mesures_qualite_nappes,qualité,colonne_parametre,NH4,nh4,parametre_qualite,val_qual_nap,à confirmer,2590,2590,0,0,0,0,18.5,1990-09-20,2024-11-29,0,0.001,0.002,db,
abh_sad,staging,mesures_qualite_nappes,qualité,colonne_parametre,CT,ct,parametre_qualite,val_qual_nap,à confirmer,2560,2560,0,0,0,0,59000000,1988-10-03,2024-11-29,0,0.4,10,db,
abh_sad,staging,mesures_qualite_nappes,qualité,colonne_parametre,CO3,co3,parametre_qualite,val_qual_nap,à confirmer,2552,2552,0,0,0,0,50000,1991-03-27,2024-11-26,0,1.68,12,db,
abh_sad,staging,mesures_qualite_nappes,qualité,colonne_parametre,Ca,ca,parametre_qualite,val_qual_nap,à confirmer,2550,2550,0,0,0,1.21,1282,1988-10-03,2024-11-20,1.21,10,10.4,db,
abh_sad,staging,mesures_qualite_nappes,qualité,colonne_parametre,RS105,rs105,parametre_qualite,val_qual_nap,à confirmer,2203,2203,0,0,0,27.5,31900,1991-03-22,2024-11-20,1006,1008,1009,db,
abh_sad,staging,mesures_qualite_nappes,qualité,colonne_parametre,Mn,mn,parametre_qualite,val_qual_nap,à confirmer,2199,2199,0,0,0,0,95,1991-03-22,2024-11-27,0,0.0001,0.0002,db,
abh_sad,staging,mesures_qualite_nappes,qualité,colonne_parametre,TAC,tac,parametre_qualite,val_qual_nap,à confirmer,2027,2027,0,0,0,0,1830,1990-09-21,2024-11-26,0,0.25,0.5,db,
abh_sad,staging,mesures_qualite_nappes,qualité,colonne_parametre,TA,ta,parametre_qualite,val_qual_nap,à confirmer,2027,2027,0,0,0,0,20.6,1990-09-21,2024-11-26,0,0.25,0.35,db,
abh_sad,staging,mesures_qualite_nappes,qualité,colonne_parametre,TH,th,parametre_qualite,val_qual_nap,à confirmer,1608,1608,0,0,0,3.5,541.85,1991-03-27,2024-11-20,10,10.01509,10.25,db,
abh_sad,staging,mesures_qualite_nappes,qualité,colonne_parametre,FeT,fet,parametre_qualite,val_qual_nap,à confirmer,1560,1560,0,0,0,0.014,1181,1999-06-23,2024-11-27,0.014,0.0146,0.0153,db,
abh_sad,staging,mesures_qualite_nappes,qualité,colonne_parametre,Fe,fe,parametre_qualite,val_qual_nap,à confirmer,689,689,0,0,0,0.01,1908,1991-03-22,2015-10-02,0.01,0.015,0.018,db,
abh_sad,staging,mesures_qualite_nappes,qualité,colonne_parametre,O2_diss,o2 diss,parametre_qualite,val_qual_nap,à confirmer,207,207,0,0,0,0,443,1988-10-03,2013-11-13,0,0.031,0.188,db,
abh_sad,staging,mesures_qualite_nappes,qualité,colonne_parametre,Azote_tot_kjeldhal,azote tot kjeldhal,parametre_qualite,val_qual_nap,à confirmer,206,206,0,0,0,0.01,15,1988-10-19,1994-11-16,0.01,0.018,0.02,db,
abh_sad,staging,mesures_qualite_nappes,qualité,colonne_parametre,DCO,dco,parametre_qualite,val_qual_nap,à confirmer,179,179,0,0,0,0,258,1988-10-19,2013-11-13,0,0.247,0.262,db,
abh_sad,staging,mesures_qualite_nappes,qualité,colonne_parametre,PTD,ptd,parametre_qualite,val_qual_nap,à confirmer,73,73,0,0,0,6,88,2008-12-18,2009-01-30,10,10.2,10.7,db,
abh_sad,staging,mesures_qualite_nappes,qualité,colonne_parametre,PTP,ptp,parametre_qualite,val_qual_nap,à confirmer,73,73,0,0,0,6,88,2008-12-18,2009-01-30,10,10.2,10.7,db,
abh_sad,staging,mesures_qualite_nappes,qualité,colonne_parametre,PO4 3-,po4 3-,parametre_qualite,val_qual_nap,à confirmer,40,40,0,0,0,0,191,1990-09-20,2013-10-11,0,0.003,0.009,db,
abh_sad,staging,mesures_qualite_nappes,qualité,colonne_parametre,Phosphore_Total,phosphore total,parametre_qualite,val_qual_nap,à confirmer,39,39,0,0,0,0.02,3.66,1988-10-19,2013-10-11,0.02,0.03,0.039,db,
abh_sad,staging,mesures_qualite_nappes,qualité,colonne_parametre,Turbidite,turbidite,parametre_qualite,val_qual_nap,à confirmer,31,31,0,0,0,0,637,1990-09-20,2012-09-26,0,2.4,26,db,
abh_sad,staging,mesures_qualite_nappes,qualité,colonne_parametre,MES,mes,parametre_qualite,val_qual_nap,à confirmer,25,25,0,0,0,0,4374,1988-10-19,2013-10-11,0,0.38,0.4,db,
abh_sad,staging,mesures_qualite_nappes,qualité,colonne_parametre,sat,sat,parametre_qualite,val_qual_nap,à confirmer,18,18,0,0,0,0,111.8,1988-10-03,2006-04-27,0,108,111.8,db,
abh_sad,staging,mesures_qualite_nappes,qualité,colonne_parametre,S2,s2,parametre_qualite,val_qual_nap,à confirmer,16,16,0,0,0,0.2,0.42,2013-08-28,2013-11-07,0.2,0.29,0.38,db,
abh_sad,staging,mesures_qualite_nappes,qualité,colonne_parametre,DBO5,dbo5,parametre_qualite,val_qual_nap,à confirmer,10,10,0,0,0,1,21,1988-10-19,1994-08-19,1,1.3,11,db,
abh_sad,staging,mesures_qualite_nappes,qualité,colonne_parametre,RS185,rs185,parametre_qualite,val_qual_nap,à confirmer,7,7,0,0,0,147,2024,1996-10-25,2007-02-22,1263,1398,147,db,
abh_sad,staging,mesures_qualite_nappes,qualité,colonne_parametre,Chla,chla,parametre_qualite,val_qual_nap,à confirmer,7,7,0,0,0,0,75,1990-09-20,2013-10-11,0,0.07,1.91,db,
abh_sad,staging,mesures_qualite_nappes,qualité,colonne_parametre,Pb,pb,parametre_qualite,val_qual_nap,à confirmer,6,6,0,0,0,0.011,0.1,1991-03-22,2006-12-18,0.011,0.03,0.035,db,
abh_sad,staging,mesures_qualite_nappes,qualité,colonne_parametre,Ph�nol,phnol,parametre_qualite,val_qual_nap,à confirmer,5,5,0,0,0,0,0.04,1990-09-21,1993-08-10,0,0.011,0.018,db,
abh_sad,staging,mesures_qualite_nappes,qualité,colonne_parametre,Cd,cd,parametre_qualite,val_qual_nap,à confirmer,5,5,0,0,0,0,0.015,1991-03-22,1993-08-10,0,0.001,0.0015,db,
abh_sad,staging,mesures_qualite_nappes,qualité,colonne_parametre,Cu,cu,parametre_qualite,val_qual_nap,à confirmer,5,5,0,0,0,0.02,0.8,1991-03-22,1993-08-10,0.02,0.23,0.8,db,
abh_sad,staging,mesures_qualite_nappes,qualité,colonne_parametre,Debit,debit,parametre_qualite,val_qual_nap,à confirmer,5,5,0,0,0,10,519,1988-10-19,1991-10-03,10,260,31.6,db,
abh_sad,staging,mesures_qualite_nappes,qualité,colonne_parametre,F,f,parametre_qualite,val_qual_nap,à confirmer,5,5,0,0,0,1.06,690,1993-08-10,2004-09-19,1.06,1.2,644,db,
abh_sad,staging,mesures_qualite_nappes,qualité,colonne_parametre,Zn,zn,parametre_qualite,val_qual_nap,à confirmer,5,5,0,0,0,0.01,0.1,1991-03-22,1993-08-10,0.01,0.02,0.04,db,
abh_sad,staging,mesures_qualite_nappes,qualité,colonne_parametre,Se,se,parametre_qualite,val_qual_nap,à confirmer,5,5,0,0,0,0.007,0.05,1991-03-22,1993-08-10,0.007,0.01,0.015,db,
abh_sad,staging,mesures_qualite_nappes,qualité,colonne_parametre,S,s,parametre_qualite,val_qual_nap,à confirmer,4,4,0,0,0,3.8,29.6,1990-09-21,2007-01-23,20.8,29.6,3.8,db,
abh_sad,staging,mesures_qualite_nappes,qualité,colonne_parametre,Al,al,parametre_qualite,val_qual_nap,à confirmer,4,4,0,0,0,0.02,0.07,1991-03-27,2015-08-17,0.02,0.0364,0.051,db,
abh_sad,staging,mesures_qualite_nappes,qualité,colonne_parametre,Hg,hg,parametre_qualite,val_qual_nap,à confirmer,3,3,0,0,0,0.0005,0.0013,1991-03-27,1993-08-10,0.0005,0.0008,0.0013,db,
abh_sad,staging,mesures_qualite_nappes,qualité,colonne_parametre,Eh,eh,parametre_qualite,val_qual_nap,à confirmer,3,3,0,1,0,-330,340,1990-09-20,1991-10-03,-330,141,340,db,
abh_sad,staging,mesures_qualite_nappes,qualité,colonne_parametre,SiO3,sio3,parametre_qualite,val_qual_nap,à confirmer,3,3,0,0,0,16.05,36.2,1991-03-27,1993-08-10,16.05,29.2,36.2,db,
abh_sad,staging,mesures_qualite_nappes,qualité,colonne_parametre,Cr,cr,parametre_qualite,val_qual_nap,à confirmer,3,3,0,0,0,0.013,0.085,1991-03-22,1993-08-10,0.013,0.02,0.085,db,
abh_sad,staging,mesures_qualite_nappes,qualité,colonne_parametre,CN,cn,parametre_qualite,val_qual_nap,à confirmer,3,3,0,0,0,0.003,0.0073,1991-03-22,1993-08-10,0.003,0.0057,0.0073,db,
abh_sad,staging,mesures_qualite_nappes,qualité,colonne_parametre,As,as,parametre_qualite,val_qual_nap,à confirmer,3,3,0,0,0,0.01,0.015,1991-03-27,1993-08-10,0.01,0.015,,db,
abh_sad,staging,mesures_qualite_nappes,qualité,colonne_parametre,CrT,crt,parametre_qualite,val_qual_nap,à confirmer,2,2,0,0,0,0.02,0.06,1991-03-27,1991-03-28,0.02,0.06,,db,
abh_sad,staging,mesures_qualite_nappes,qualité,colonne_parametre,H2S,h2s,parametre_qualite,val_qual_nap,à confirmer,2,2,0,0,0,14.8,16,1991-03-27,1991-03-28,14.8,16,,db,
abh_sad,staging,mesures_qualite_nappes,qualité,colonne_parametre,Profondeur,profondeur,parametre_qualite,val_qual_nap,à confirmer,2,2,0,0,0,2,2,2000-08-07,2000-08-16,2,,,db,
abh_sad,staging,mesures_qualite_nappes,qualité,colonne_parametre,Co,co,parametre_qualite,val_qual_nap,à confirmer,2,2,0,0,0,19,19,1994-07-13,1994-08-03,19,,,db,
abh_sad,staging,mesures_qualite_nappes,qualité,colonne_parametre,Ni,ni,parametre_qualite,val_qual_nap,à confirmer,2,2,0,0,0,0.01,0.01,1991-03-22,1991-03-26,0.01,,,db,
abh_sad,staging,mesures_qualite_nappes,qualité,colonne_parametre,CO32,co32,parametre_qualite,val_qual_nap,à confirmer,1,1,0,0,0,0,0,1999-05-20,1999-05-20,0,,,db,
abh_sad,staging,mesures_qualite_nappes,qualité,colonne_parametre,Couleur,couleur,parametre_qualite,val_qual_nap,à confirmer,1,1,0,0,0,0.1,0.1,1992-09-17,1992-09-17,0.1,,,db,
abh_sad,staging,mesures_qualite_nappes,qualité,colonne_parametre,F_M_mes,f m mes,parametre_qualite,val_qual_nap,à confirmer,1,1,0,0,0,0.161,0.161,2006-12-13,2006-12-13,0.161,,,db,
abh_sad,staging,mesures_qualite_nappes,qualité,colonne_parametre,Disque_secchi,disque secchi,parametre_qualite,val_qual_nap,à confirmer,1,1,0,0,0,0.17,0.17,1991-10-03,1991-10-03,0.17,,,db,
abh_sad,staging,mesures_qualite_nappes,qualité,colonne_parametre,Azote_Org,azote org,parametre_qualite,val_qual_nap,à confirmer,1,1,0,0,0,0.15,0.15,1994-07-12,1994-07-12,0.15,,,db,
abh_sad,staging,mesures_qualite_nappes,qualité,colonne_parametre,Numerotation_GT,numerotation gt,parametre_qualite,val_qual_nap,à confirmer,1,1,0,0,0,110,110,1991-03-27,1991-03-27,110,,,db,
abh_sad,staging,mesures_qualite_nappes,qualité,colonne_parametre,Detergent,detergent,parametre_qualite,val_qual_nap,à confirmer,1,1,0,0,0,0.59,0.59,1993-08-10,1993-08-10,0.59,,,db,
abh_sad,staging,mesures_qualite_nappes,qualité,colonne_parametre,HCO,hco,parametre_qualite,val_qual_nap,à confirmer,1,1,0,0,0,259.3,259.3,1996-05-09,1996-05-09,259.3,,,db,
abh_sad,staging,mesures_qualite_nappes,qualité,colonne_parametre,Temperature_Ambiante,temperature ambiante,parametre_qualite,val_qual_nap,à confirmer,1,1,0,0,0,24,24,1991-03-27,1991-03-27,24,,,db,
abh_sad,staging,mesures_qualite_nappes,qualité,colonne_parametre,H_G,h g,parametre_qualite,val_qual_nap,à confirmer,1,1,0,0,0,0.0008,0.0008,1991-03-27,1991-03-27,0.0008,,,db,
abh_sad,staging,mines,pollution,colonne_large,Nat_des_mi,nat des mi,,Nat_des_mi,à confirmer,39,39,0,0,39,,,,,-,Antimoine,ANTIMOINE,db,
abh_sad,staging,points_eau_abhs,staging,colonne_large,code_pt_eau,code pt eau,,code_pt_eau,à confirmer,46,46,0,0,46,,,1940-01-01,2024-01-01, B_DECH_PE2, GIG_DECH_PE1, M-DECH-PE1,db,
abh_sad,staging,points_eau_abhs,staging,colonne_large,utilisation,utilisation,,utilisation,à confirmer,46,42,4,0,42,,,1940-01-01,2024-01-01,AEP,AEPI,Agricole,db,
abh_sad,staging,points_eau_abhs,staging,colonne_large,dist_pt_eau_foyer_pollut_m,dist pt eau foyer pollut m,,dist_pt_eau_foyer_pollut_m,à confirmer,46,28,18,0,0,2,1700,1940-01-01,2024-01-01,100,120,130,db,
abh_sad,staging,points_eau_abhs,staging,colonne_large,nom_pt_eau,nom pt eau,,nom_pt_eau,à confirmer,46,46,0,0,46,,,1940-01-01,2024-01-01, Forage ire 738/16, Forage ONEE-Bo 604/23, Latifa HAMDANE,db,
abh_sad,staging,points_eau_abhs,staging,colonne_large,profond_tot_m,profond tot m,,profond_tot_m,à confirmer,46,28,18,0,0,5,625,1940-01-01,2024-01-01,10,100,110,db,
abh_sad,staging,profils_stations,staging,colonne_large,coord_x,coord x,,coord_x,à confirmer,1980,1980,0,0,0,414109.15,631951.88,,,414109.15,414109.6,414111.25,db,
abh_sad,staging,profils_stations,staging,colonne_large,coord_y,coord y,,coord_y,à confirmer,1980,1980,0,0,0,285093.77,480909.5,,,285093.77,285119.29,285132.95,db,
abh_sad,staging,profils_stations,staging,colonne_large,altitude_z,altitude z,,altitude_z,à confirmer,1980,1939,41,0,0,8.07,1898.45,,,10.16,10.26,10.44,db,
abh_sad,staging,rejets_brutes,pollution,colonne_large,Population,population,,Population,à confirmer,277,277,0,0,0,0.00000000000,460001.00000000000,2022-10-22,2024-12-14,0.00000000000,10224.00000000000,10725.00000000000,db,
abh_sad,staging,rejets_brutes,pollution,colonne_large,Ø,,,Ø,à confirmer,277,277,0,0,0,0.00000000000,2000.00000000000,2022-10-22,2024-12-14,0.00000000000,100.00000000000,1000.00000000000,db,
abh_sad,staging,rejets_brutes,pollution,colonne_large,Q__l_s_,q l s,,Q__l_s_,à confirmer,277,277,0,0,0,0.00000000000,50.00000000000,2022-10-22,2024-12-14,0.00000000000,0.00100000000,0.00300000000,db,
abh_sad,staging,sources_polution_mesure,staging,colonne_parametre,-,-,Parametre,T_air,à confirmer,82,82,0,0,0,0.00000000000,32.00000000000,2024-09-13,2025-12-16,0.00000000000,10.00000000000,14.00000000000,db,
abh_sad,staging,sources_polution_mesure,staging,colonne_parametre,Rejet,rejet,Parametre,T_air,à confirmer,31,31,0,0,0,22.00000000000,35.00000000000,2024-09-15,2024-09-25,22.00000000000,24.00000000000,25.00000000000,db,
abh_sad,staging,sources_polution_mesure,staging,colonne_parametre,A-B-C-D,a-b-c-d,Parametre,T_air,à confirmer,12,12,0,0,0,16.00000000000,29.00000000000,2025-11-06,2025-12-09,16.00000000000,17.00000000000,18.00000000000,db,
abh_sad,staging,sources_polution_mesure,staging,colonne_parametre,ABCDHE,abcdhe,Parametre,T_air,à confirmer,6,6,0,0,0,11.00000000000,27.00000000000,2025-11-12,2025-12-15,11.00000000000,16.00000000000,17.00000000000,db,
abh_sad,staging,sources_polution_mesure,staging,colonne_parametre,A-B-C-D-H-E,a-b-c-d-h-e,Parametre,T_air,à confirmer,6,6,0,0,0,12.00000000000,27.00000000000,2025-10-31,2025-12-15,12.00000000000,17.00000000000,18.00000000000,db,
abh_sad,staging,sources_polution_mesure,staging,colonne_parametre,REJET,rejet,Parametre,T_air,à confirmer,4,4,0,0,0,23.00000000000,28.00000000000,2025-10-24,2025-10-31,23.00000000000,25.00000000000,28.00000000000,db,
abh_sad,staging,sous_bassin_swat_bas_sebou_new,SWAT,swat_output,subbasin,subbasin,,subbasin,à confirmer,29,29,0,0,0,1,27,,,1,10,11,db,
abh_sad,staging,sous_bassin_swat_bas_sebou_new,SWAT,swat_output,area,area,,area,à confirmer,29,29,0,0,0,4,195483199,,,10873,11195,11448,db,
abh_sad,staging,sous_bassin_swat_bas_sebou_new,SWAT,swat_output,slo1,slo1,,slo1,à confirmer,29,25,4,0,0,3.258506899632400,27.716195078275845,,,13.351169127259411,13.443341323337979,14.050446102097238,db,
abh_sad,staging,sous_bassin_swat_bas_sebou_new,SWAT,swat_output,len1,len1,,len1,à confirmer,29,25,4,0,0,434.566986083984375,95975.109375000000000,,,11195.418945312500000,11887.565429687500000,12028.149414062500000,db,
abh_sad,staging,sous_bassin_swat_bas_sebou_new,SWAT,swat_output,sll,sll,,sll,à confirmer,29,25,4,0,0,30.000000000000000,60.000000000000000,,,30.000000000000000,60.000000000000000,,db,
abh_sad,staging,sous_bassin_swat_bas_sebou_new,SWAT,swat_output,csl,csl,,csl,à confirmer,29,25,4,0,0,0.019275831119625,4.588794873310820,,,0.019275831119625,0.059196558671487,0.078981393337975,db,
abh_sad,staging,sous_bassin_swat_bas_sebou_new,SWAT,swat_output,dep1,dep1,,dep1,à confirmer,29,25,4,0,0,0.036995056414680,1.278942914768301,,,0.036995056414680,0.205577868687776,0.413169895641295,db,
abh_sad,staging,sous_bassin_swat_bas_sebou_new,SWAT,swat_output,long_,long,,long_,à confirmer,29,25,4,25,0,-6.666132586314826,-5.398542758802224,,,-5.398542758802224,-5.487241603280198,-5.554898265888160,db,
abh_sad,staging,sous_bassin_swat_bas_sebou_new,SWAT,swat_output,elev,elev,,elev,à confirmer,29,25,4,0,0,2.229166666666667,370.674594853668054,,,10.790607882431530,101.224608993157375,102.358003478701761,db,
abh_sad,staging,sous_bassin_swat_bas_sebou_new,SWAT,swat_output,elevmin,elevmin,,elevmin,à confirmer,29,24,5,0,0,0.000000000000000,4.668815135955812,,,0.000000000000000,0.500000000000000,4.668815135955812,db,
abh_sad,staging,sous_bassin_swat_bas_sebou_new,SWAT,swat_output,elevmax,elevmax,,elevmax,à confirmer,29,24,5,0,0,7.000000000000000,798.000000000000000,,,11.000000000000000,114.000000000000000,125.000000000000000,db,
abh_sad,staging,sous_bassin_swat_bassin_cotier_new,SWAT,swat_output,subbasin,subbasin,,subbasin,à confirmer,23,23,0,0,0,1,23,,,1,10,11,db,
abh_sad,staging,sous_bassin_swat_bassin_cotier_new,SWAT,swat_output,area,area,,area,à confirmer,23,23,0,0,0,308,31373,,,1033,11988,12123,db,
abh_sad,staging,sous_bassin_swat_bassin_cotier_new,SWAT,swat_output,slo1,slo1,,slo1,à confirmer,23,23,0,0,0,2.755782587520105,14.496746060046132,,,14.496746060046132,2.755782587520105,2.875468539896355,db,
abh_sad,staging,sous_bassin_swat_bassin_cotier_new,SWAT,swat_output,len1,len1,,len1,à confirmer,23,23,0,0,0,3813.896728515625000,23345.457031250003638,,,10358.616210937500000,11025.913085937500000,11451.952148437500000,db,
abh_sad,staging,sous_bassin_swat_bassin_cotier_new,SWAT,swat_output,sll,sll,,sll,à confirmer,23,23,0,0,0,30.000000000000000,90.000000000000000,,,30.000000000000000,60.000000000000000,90.000000000000000,db,
abh_sad,staging,sous_bassin_swat_bassin_cotier_new,SWAT,swat_output,csl,csl,,csl,à confirmer,23,23,0,0,0,0.076314962009717,2.250880145220812,,,0.076314962009717,0.083940294503931,0.090179872444798,db,
abh_sad,staging,sous_bassin_swat_bassin_cotier_new,SWAT,swat_output,dep1,dep1,,dep1,à confirmer,23,23,0,0,0,0.203804473743028,1.295879420783323,,,0.203804473743028,0.278047968180029,0.330780585005171,db,
abh_sad,staging,sous_bassin_swat_bassin_cotier_new,SWAT,swat_output,long_,long,,long_,à confirmer,23,23,0,23,0,-6.328900446640498,-5.939926618960804,,,-5.939926618960804,-5.961764862760688,-6.031355475356130,db,
abh_sad,staging,sous_bassin_swat_bassin_cotier_new,SWAT,swat_output,elev,elev,,elev,à confirmer,23,23,0,0,0,5.617431997660136,204.344495925323116,,,11.521400778210117,19.102587375997096,20.153492012338290,db,
abh_sad,staging,sous_bassin_swat_bassin_cotier_new,SWAT,swat_output,elevmin,elevmin,,elevmin,à confirmer,23,23,0,0,0,0.000000000000000,1.000000000000000,,,0.000000000000000,0.500000000000000,1.000000000000000,db,
abh_sad,staging,sous_bassin_swat_bassin_cotier_new,SWAT,swat_output,elevmax,elevmax,,elevmax,à confirmer,23,23,0,0,0,14.000000000000000,597.000000000000000,,,101.000000000000000,106.000000000000000,107.000000000000000,db,
abh_sad,staging,sous_bassin_swat_beht_new,SWAT,swat_output,area,area,,area,à confirmer,27,27,0,0,0,900,843246000,,,106191000,1082700,128966400,db,
abh_sad,staging,sous_bassin_swat_beht_new,SWAT,swat_output,subbasin,subbasin,,subbasin,à confirmer,27,27,0,0,0,1,27,,,1,10,11,db,
