source_schema,source_table,source_column_parametre,source_column_valeur,parametre_source,parametre_source_normalise,parametre_standard_metier,code_parametre_canonique,mapping_status,mapping_confidence,unite_source,unite_source_resolue,unite_standard,statut_unite,conversion_regle,regle_parsing,qa_flags,scope_migration,volume_total,nb_non_numerique,exemples_valeurs,action_migration,commentaire_preparation
staging,raw_mesures_qualite_rivieres,parametre_qualite,val_qual_riv,Mg,mg,Mg,MG,MAPPED,0.95,mg/L,mg/L,mg/L,UNIT_OK,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_OK,MESURE,1783,0,valeur=29.1; date=1988-10-05; point=2496/15 || valeur=27.2; date=1988-10-06; point=1236/14 || valeur=41.3; date=1988-10-06; point=1540/15,MIGRER,
staging,raw_types_mesures,parametre_qualite,,Mg,mg,Mg,MG,MAPPED,0.95,mg/L,mg/L,mg/L,UNIT_OK,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_OK | REFERENCE_ONLY,REFERENCE,1,0,colonne_valeur_absente,QUARANTAINE,Ligne de référentiel/source sans colonne valeur ; hors lot de migration des mesures.
staging,raw_idp_2024_mesures_qualite_globale,parametre_qualite,val_qual,Mg++,mgplusplus,Mg,MG,MAPPED,0.95,à confirmer,mg/L,mg/L,UNIT_ASSUMED,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_MISSING | UNIT_ASSUMED,MESURE,189,0,"valeur=647,6; date=2024-09-13; point=S1 (Aval_conf_Rejet_MOG (Mograne) || valeur=17,7; date=2024-09-13; point=S2 (Barrage de garde) || valeur=17,9; date=2024-09-13; point=S3 (Station Pompage Ferme (Amont Bge de garde)",MIGRER_AVEC_FLAG,Unité standard métier appliquée par défaut en l’absence d’unité source fiable.
staging,raw_idp_2024_mesures_qualite_marche_cadre,parametre_qualite,val_qual,Mg++,mgplusplus,Mg,MG,MAPPED,0.95,à confirmer,mg/L,mg/L,UNIT_ASSUMED,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_MISSING | UNIT_ASSUMED,MESURE,89,0,"valeur=10,9; date=2025-10-06; point=FORAGE ABD NBI BOUTABEQ || valeur=9,7; date=2025-10-06; point=PUITS DAR BEL GHAZI || valeur=21,1; date=2025-10-06; point=PUITS KBIR BOUTARTA",MIGRER_AVEC_FLAG,Unité standard métier appliquée par défaut en l’absence d’unité source fiable.
staging,raw_idp_2024_mesures_qualite_marche_cadre,parametre_qualite,val_qual,MEST Filtr,mest_filtr,MES,MES,MAPPED,0.95,à confirmer,mg/L,mg/L,UNIT_ASSUMED,aucune,numeric_decimal_comma + filtre + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_MISSING | NON_NUMERIC_PRESENT | UNIT_ASSUMED,MESURE,77,16,"valeur=149; date=2025-10-06; point=DAYAT FOUARATE || valeur=45,7; date=2025-10-06; point=DAYAT SIDI BOUGHABA || valeur=110; date=2025-10-07; point=AVAL STEP SIDI SLIMANE",MIGRER_AVEC_FLAG,Unité standard métier appliquée par défaut en l’absence d’unité source fiable.
staging,raw_idp_2024_mesures_qualite_globale,parametre_qualite,val_qual,Cu,cu,Cu,CU,MAPPED,0.95,à confirmer,mg/L,mg/L,UNIT_ASSUMED,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_MISSING | NON_NUMERIC_PRESENT | UNIT_ASSUMED,MESURE,46,15,"valeur=<0,005; date=2024-09-13; point=S8 (Aval Ferme Agricole sidi kamel) || valeur=<0,005; date=2024-09-18; point=S29 (Aval_Conf_Rejet_Douar Ouled Jrir || valeur=<0,005; date=2024-09-18; point=S30 (Aval_Conf_Rejet_SHZ (Sidi Harazem)",MIGRER_AVEC_FLAG,Unité standard métier appliquée par défaut en l’absence d’unité source fiable.
staging,raw_mesures_qualite_barrages,parametre_qualite,val_qual_barr,Mn,mn,Mn,MN,MAPPED,0.95,mg/L,mg/L,mg/L,UNIT_OK,aucune,numeric_decimal_comma + forme_chimique_si_detectable + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | FORME_CHIMIQUE_OPTIONNELLE | UNIT_OK,MESURE,290,0,valeur=0.16; date=1991-11-22; point=3907/14 || valeur=0.02; date=1991-11-25; point=3323/8 || valeur=0.3; date=1993-10-26; point=3323/8,MIGRER,
staging,raw_mesures_qualite_nappes,parametre_qualite,val_qual_nap,Mn,mn,Mn,MN,MAPPED,0.95,mg/L,mg/L,mg/L,UNIT_OK,aucune,numeric_decimal_comma + forme_chimique_si_detectable + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | FORME_CHIMIQUE_OPTIONNELLE | UNIT_OK,MESURE,2199,0,valeur=0.04; date=1991-03-22; point=1161/15 || valeur=0.14; date=1991-03-26; point=160/15 || valeur=0.17; date=1991-03-27; point=2881/15,MIGRER,
staging,raw_mesures_qualite_rivieres,parametre_qualite,val_qual_riv,Mn,mn,Mn,MN,MAPPED,0.95,mg/L,mg/L,mg/L,UNIT_OK,aucune,numeric_decimal_comma + forme_chimique_si_detectable + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | FORME_CHIMIQUE_OPTIONNELLE | UNIT_OK,MESURE,136,0,valeur=450; date=1988-10-05; point=2496/15 || valeur=0.05; date=1988-10-06; point=1236/14 || valeur=50; date=1989-03-23; point=609/9,MIGRER,
staging,raw_types_mesures,parametre_qualite,,Mn,mn,Mn,MN,MAPPED,0.95,mg/L,mg/L,mg/L,UNIT_OK,aucune,numeric_decimal_comma + forme_chimique_si_detectable + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | FORME_CHIMIQUE_OPTIONNELLE | UNIT_OK | REFERENCE_ONLY,REFERENCE,1,0,colonne_valeur_absente,QUARANTAINE,Ligne de référentiel/source sans colonne valeur ; hors lot de migration des mesures.
staging,raw_idp_2024_mesures_qualite_globale,parametre_qualite,val_qual,IP,ip,Phenol,PHENOL,MAPPED,0.95,à confirmer,mg/L,mg/L,UNIT_ASSUMED,aucune,numeric_decimal_comma + unite_nettoyee + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_MISSING | NON_NUMERIC_PRESENT | UNIT_ASSUMED,MESURE,25,14,"valeur=2,962962963; date=2024-09-18; point=BMR_DOM_PE1 (Forage CHELIK Arbi) || valeur=2,238683128; date=2024-09-18; point=SAT_DEC_PE1 (Puits youness CHOUA) || valeur=1,245901639; date=2024-09-19; point=SHZ_DOM2_PE1 (Source Skhinate (Nakhla)",MIGRER_AVEC_FLAG,Unité standard métier appliquée par défaut en l’absence d’unité source fiable.
staging,raw_idp_2024_mesures_qualite_globale,parametre_qualite,val_qual,Sn,sn,Sn,SN,MAPPED,0.95,à confirmer,mg/L,mg/L,UNIT_ASSUMED,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_MISSING | NON_NUMERIC_PRESENT | UNIT_ASSUMED,MESURE,42,13,"valeur=<0,010; date=2024-09-13; point=S8 (Aval Ferme Agricole sidi kamel) || valeur=<0,010; date=2024-09-18; point=S29 (Aval_Conf_Rejet_Douar Ouled Jrir || valeur=<0,010; date=2024-09-18; point=S30 (Aval_Conf_Rejet_SHZ (Sidi Harazem)",MIGRER_AVEC_FLAG,Unité standard métier appliquée par défaut en l’absence d’unité source fiable.
staging,raw_mesures_qualite_barrages,parametre_qualite,val_qual_barr,MO,mo,Matiere_Organique,MO,MAPPED,0.90,mg/L,mg/L,mg/L,UNIT_OK,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_UNKNOWN | ATTR_MATIERE_ORGANIQUE,MESURE,6,0,valeur=0; date=1994-11-03; point=1255/22 || valeur=7.6; date=2000-09-13; point=3323/8 || valeur=0; date=2000-11-07; point=3323/8,MIGRER,MO interprété comme Matière organique / Carbone organique selon retour métier.
staging,raw_mesures_qualite_nappes,parametre_qualite,val_qual_nap,MO,mo,Matiere_Organique,MO,MAPPED,0.90,mg/L,mg/L,mg/L,UNIT_OK,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_UNKNOWN | ATTR_MATIERE_ORGANIQUE,MESURE,2625,0,valeur=0; date=1990-09-21; point=2881/15 || valeur=2.5; date=1991-03-22; point=1161/15 || valeur=1.5; date=1991-03-26; point=160/15,MIGRER,MO interprété comme Matière organique / Carbone organique selon retour métier.
staging,raw_mesures_qualite_rivieres,parametre_qualite,val_qual_riv,MO,mo,Matiere_Organique,MO,MAPPED,0.90,mg/L,mg/L,mg/L,UNIT_OK,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_UNKNOWN | ATTR_MATIERE_ORGANIQUE,MESURE,26,0,valeur=0; date=1990-08-15; point=2169/15 || valeur=0; date=1990-08-16; point=609/9 || valeur=0; date=1990-08-30; point=2496/15,MIGRER,MO interprété comme Matière organique / Carbone organique selon retour métier.
staging,raw_types_mesures,parametre_qualite,,MO,mo,Matiere_Organique,MO,MAPPED,0.90,mg/L,mg/L,mg/L,UNIT_OK,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_UNKNOWN | ATTR_MATIERE_ORGANIQUE | REFERENCE_ONLY,REFERENCE,1,0,colonne_valeur_absente,QUARANTAINE,Ligne de référentiel/source sans colonne valeur ; hors lot de migration des mesures.
staging,raw_suivi_qualite_brg_garde_hebdo,parametre_qualite,val_qual_brg_garde_hebdo,Molybdène(mg/l),molybdene_mg_l,Molybdène,MO_METAL,MAPPED,0.95,mg/l,mg/L,mg/L,UNIT_OK,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_OK | ATTR_MOLYBDENE,MESURE,182,0,valeur=0.01; date=2024-11-20; point=n/a || valeur=0.01; date=2024-12-11; point=n/a || valeur=0.01; date=2025-01-08; point=n/a,MIGRER,Séparation explicite Molybdène vs Matière organique.
staging,raw_barrages_abhs,,montant_md,montant_md,montant_md,Montant_MD,MONTANT_MD,MAPPED,0.95,à confirmer,Millions Dirhams,Millions Dirhams,UNIT_ASSUMED,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_MISSING | UNIT_ASSUMED,MESURE,34,0,valeur=995; date=n/a; point=035310905 || valeur=3000; date=n/a; point=035310311 || valeur=850; date=n/a; point=034510301,MIGRER_AVEC_FLAG,Unité standard métier appliquée par défaut en l’absence d’unité source fiable.
staging,raw_mesures_qualite_barrages,parametre_qualite,val_qual_barr,NA,na,Na,NA,MAPPED,0.95,à confirmer,mg/L,mg/L,UNIT_ASSUMED,aucune,numeric_decimal_comma + normalisation_variante + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_MISSING | UNIT_ASSUMED,MESURE,128,0,valeur=67; date=1992-06-05; point=788/21 || valeur=76; date=1993-04-15; point=788/21 || valeur=0.02; date=1993-10-26; point=3323/8,MIGRER_AVEC_FLAG,Unité standard métier appliquée par défaut en l’absence d’unité source fiable.
staging,raw_mesures_qualite_nappes,parametre_qualite,val_qual_nap,NA,na,Na,NA,MAPPED,0.95,à confirmer,mg/L,mg/L,UNIT_ASSUMED,aucune,numeric_decimal_comma + normalisation_variante + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_MISSING | UNIT_ASSUMED,MESURE,2637,0,valeur=172; date=1988-10-03; point=1652/22 || valeur=132; date=1989-03-31; point=2528/15 || valeur=8160; date=1991-03-27; point=2881/15,MIGRER_AVEC_FLAG,Unité standard métier appliquée par défaut en l’absence d’unité source fiable.
staging,raw_mesures_qualite_rivieres,parametre_qualite,val_qual_riv,NA,na,Na,NA,MAPPED,0.95,à confirmer,mg/L,mg/L,UNIT_ASSUMED,aucune,numeric_decimal_comma + normalisation_variante + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_MISSING | UNIT_ASSUMED,MESURE,1790,0,valeur=144; date=1988-09-20; point=2817/15 || valeur=81; date=1988-10-05; point=2496/15 || valeur=368; date=1988-10-06; point=1236/14,MIGRER_AVEC_FLAG,Unité standard métier appliquée par défaut en l’absence d’unité source fiable.
staging,raw_types_mesures,parametre_qualite,,NA,na,Na,NA,MAPPED,0.95,à confirmer,mg/L,mg/L,UNIT_ASSUMED,aucune,numeric_decimal_comma + normalisation_variante + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_MISSING | UNIT_ASSUMED | REFERENCE_ONLY,REFERENCE,1,0,colonne_valeur_absente,QUARANTAINE,Ligne de référentiel/source sans colonne valeur ; hors lot de migration des mesures.
staging,raw_idp_2024_mesures_qualite_globale,parametre_qualite,val_qual,Na+,naplus,Na,NA,MAPPED,0.95,à confirmer,mg/L,mg/L,UNIT_ASSUMED,aucune,numeric_decimal_comma + normalisation_variante + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_MISSING | UNIT_ASSUMED,MESURE,172,0,valeur=5543; date=2024-09-13; point=S1 (Aval_conf_Rejet_MOG (Mograne) || valeur=107; date=2024-09-13; point=S2 (Barrage de garde) || valeur=103; date=2024-09-13; point=S3 (Station Pompage Ferme (Amont Bge de garde),MIGRER_AVEC_FLAG,Unité standard métier appliquée par défaut en l’absence d’unité source fiable.
staging,raw_idp_2024_mesures_qualite_marche_cadre,parametre_qualite,val_qual,Na+,naplus,Na,NA,MAPPED,0.95,à confirmer,mg/L,mg/L,UNIT_ASSUMED,aucune,numeric_decimal_comma + normalisation_variante + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_MISSING | UNIT_ASSUMED,MESURE,89,0,"valeur=42,5; date=2025-10-06; point=FORAGE ABD NBI BOUTABEQ || valeur=43,1; date=2025-10-06; point=PUITS DAR BEL GHAZI || valeur=96,5; date=2025-10-06; point=PUITS KBIR BOUTARTA",MIGRER_AVEC_FLAG,Unité standard métier appliquée par défaut en l’absence d’unité source fiable.
staging,raw_idp_2024_mesures_qualite_marche_cadre,parametre_qualite,val_qual,Na+3,naplus3,Na,NA,MAPPED,0.95,à confirmer,mg/L,mg/L,UNIT_ASSUMED,aucune,numeric_decimal_comma + normalisation_variante + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_MISSING | UNIT_ASSUMED,MESURE,89,0,"valeur=42,5; date=2025-10-06; point=FORAGE ABD NBI BOUTABEQ || valeur=43,1; date=2025-10-06; point=PUITS DAR BEL GHAZI || valeur=96,5; date=2025-10-06; point=PUITS KBIR BOUTARTA",MIGRER_AVEC_FLAG,Unité standard métier appliquée par défaut en l’absence d’unité source fiable.
staging,raw_mesures_qualite_barrages,parametre_qualite,val_qual_barr,NH4,nh4,NH4+,NH4,MAPPED,0.95,mg/L,mg/L,mg/L,UNIT_OK,aucune,numeric_decimal_comma + pas_conversion_N_NH4 + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_OK,MESURE,232,0,valeur=0.08; date=1990-01-30; point=788/21 || valeur=0.12; date=1990-08-17; point=788/21 || valeur=0.08; date=1991-09-27; point=788/21,MIGRER,
staging,raw_mesures_qualite_nappes,parametre_qualite,val_qual_nap,NH4,nh4,NH4+,NH4,MAPPED,0.95,mg/L,mg/L,mg/L,UNIT_OK,aucune,numeric_decimal_comma + pas_conversion_N_NH4 + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_OK,MESURE,2590,0,valeur=0; date=1990-09-20; point=1182/14 || valeur=0; date=1991-01-24; point=159/22 || valeur=0.01; date=1991-03-22; point=1161/15,MIGRER,
staging,raw_mesures_qualite_rivieres,parametre_qualite,val_qual_riv,NH4,nh4,NH4+,NH4,MAPPED,0.95,mg/L,mg/L,mg/L,UNIT_OK,aucune,numeric_decimal_comma + pas_conversion_N_NH4 + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_OK,MESURE,1953,0,valeur=0.75; date=1988-10-05; point=2496/15 || valeur=0.03; date=1988-10-06; point=1236/14 || valeur=0.24; date=1988-10-06; point=1540/15,MIGRER,
staging,raw_types_mesures,parametre_qualite,,NH4,nh4,NH4+,NH4,MAPPED,0.95,mg/L,mg/L,mg/L,UNIT_OK,aucune,numeric_decimal_comma + pas_conversion_N_NH4 + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_OK | REFERENCE_ONLY,REFERENCE,1,0,colonne_valeur_absente,QUARANTAINE,Ligne de référentiel/source sans colonne valeur ; hors lot de migration des mesures.
staging,raw_idp_2024_mesures_qualite_globale,parametre_qualite,val_qual,Zn,zn,Zn,ZN,MAPPED,0.95,à confirmer,mg/L,mg/L,UNIT_ASSUMED,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_MISSING | NON_NUMERIC_PRESENT | UNIT_ASSUMED,MESURE,42,13,"valeur=<0,010; date=2024-09-13; point=S8 (Aval Ferme Agricole sidi kamel) || valeur=<0,010; date=2024-09-18; point=S29 (Aval_Conf_Rejet_Douar Ouled Jrir || valeur=<0,010; date=2024-09-18; point=S30 (Aval_Conf_Rejet_SHZ (Sidi Harazem)",MIGRER_AVEC_FLAG,Unité standard métier appliquée par défaut en l’absence d’unité source fiable.
staging,raw_idp_2024_mesures_qualite_globale,parametre_qualite,val_qual,PT,pt,PT,PT,MAPPED,0.95,à confirmer,mg/L,mg/L,UNIT_ASSUMED,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_MISSING | NON_NUMERIC_PRESENT | UNIT_ASSUMED,MESURE,163,12,"valeur=0,167; date=2024-09-13; point=S1 (Aval_conf_Rejet_MOG (Mograne) || valeur=<0,05; date=2024-09-13; point=S2 (Barrage de garde) || valeur=0,069; date=2024-09-13; point=S3 (Station Pompage Ferme (Amont Bge de garde)",MIGRER_AVEC_FLAG,Unité standard métier appliquée par défaut en l’absence d’unité source fiable.
staging,raw_idp_2024_mesures_qualite_marche_cadre,parametre_qualite,val_qual,NH4+ Titri,nh4plus_titri,NH4+,NH4,MAPPED,0.95,à confirmer,mg/L,mg/L,UNIT_ASSUMED,aucune,numeric_decimal_comma + pas_conversion_N_NH4 + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_MISSING | UNIT_ASSUMED,MESURE,2,0,aucun exemple non nul,MIGRER_AVEC_FLAG,Unité standard métier appliquée par défaut en l’absence d’unité source fiable.
staging,raw_idp_2024_mesures_qualite_marche_cadre,parametre_qualite,val_qual,NH4+ 2,nh4plus_2,NH4+,NH4,MAPPED,0.95,à confirmer,mg/L,mg/L,UNIT_ASSUMED,aucune,numeric_decimal_comma + pas_conversion_N_NH4 + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_MISSING | UNIT_ASSUMED,MESURE,17,0,"valeur=50,1; date=2025-10-10; point=AVAL STEP SIDI YAHYA EL GHARB || valeur=36,4; date=2025-10-13; point=STATION DAR EL ARSA || valeur=72,8; date=2025-10-14; point=AVAL REJET TIFELT",MIGRER_AVEC_FLAG,Unité standard métier appliquée par défaut en l’absence d’unité source fiable.
staging,raw_idp_2024_mesures_qualite_marche_cadre,parametre_qualite,val_qual,Huiles Graisses (H G T),huiles_graisses_h_g_t,Huiles_Graisses,HG,MAPPED,0.95,à confirmer,mg/L,mg/L,UNIT_ASSUMED,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_MISSING | NON_NUMERIC_PRESENT | UNIT_ASSUMED,MESURE,27,10,aucun exemple non nul,MIGRER_AVEC_FLAG,Unité standard métier appliquée par défaut en l’absence d’unité source fiable.
staging,raw_suivi_qualite_brg_garde_hebdo,parametre_qualite,val_qual_brg_garde_hebdo,NH4+(mgNH4+/l),nh4plus_mgnh4plus_l,NH4+,NH4,MAPPED,0.95,mgNH4+/l,mgNH4+/l,mg/L,UNIT_OK,aucune,numeric_decimal_comma + pas_conversion_N_NH4 + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_CONFLICT,MESURE,182,0,valeur=0.091; date=2024-01-03; point=n/a || valeur=0.111; date=2024-01-10; point=n/a || valeur=0.118; date=2024-01-17; point=n/a,MIGRER,
staging,raw_idp_2024_mesures_qualite_marche_cadre,parametre_qualite,val_qual,indice de phénol M:A,indice_de_phenol_m_a,Phenol,PHENOL,MAPPED,0.95,Indice,Indice,mg/L,UNIT_OK,aucune,numeric_decimal_comma + unite_nettoyee + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_CONFLICT | NON_NUMERIC_PRESENT,MESURE,27,10,aucun exemple non nul,MIGRER_AVEC_FLAG,
staging,raw_mesures_qualite_nappes,parametre_qualite,val_qual_nap,Ni,ni,Ni,NI,MAPPED,0.95,à confirmer,mg/L,mg/L,UNIT_ASSUMED,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_MISSING | UNIT_ASSUMED,MESURE,2,0,valeur=0.01; date=1991-03-22; point=1161/15 || valeur=0.01; date=1991-03-26; point=160/15,MIGRER_AVEC_FLAG,Unité standard métier appliquée par défaut en l’absence d’unité source fiable.
staging,raw_mesures_qualite_rivieres,parametre_qualite,val_qual_riv,Ni,ni,Ni,NI,MAPPED,0.95,à confirmer,mg/L,mg/L,UNIT_ASSUMED,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_MISSING | UNIT_ASSUMED,MESURE,269,0,valeur=0.001; date=1990-08-01; point=551/16 || valeur=0.001; date=1990-08-01; point=766/16 || valeur=0; date=1990-08-02; point=2216/15,MIGRER_AVEC_FLAG,Unité standard métier appliquée par défaut en l’absence d’unité source fiable.
staging,raw_idp_2024_mesures_qualite_globale,parametre_qualite,val_qual,Li,li,Li,LI,MAPPED,0.95,à confirmer,mg/L,mg/L,UNIT_ASSUMED,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_MISSING | NON_NUMERIC_PRESENT | UNIT_ASSUMED,MESURE,34,10,"valeur=0,0182; date=2024-09-18; point=S29 (Aval_Conf_Rejet_Douar Ouled Jrir || valeur=0,02; date=2024-09-18; point=S30 (Aval_Conf_Rejet_SHZ (Sidi Harazem) || valeur=0,0439; date=2024-09-19; point=S21 (Aval_conf_Leban_ Inaoun",MIGRER_AVEC_FLAG,Unité standard métier appliquée par défaut en l’absence d’unité source fiable.
staging,raw_suivi_qualite_brg_garde_hebdo,parametre_qualite,val_qual_brg_garde_hebdo,Nickel(mg)/l,nickel_mg_l,Ni,NI,MAPPED,0.95,mg,mg,mg/L,UNIT_OK,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_CONFLICT,MESURE,182,0,valeur=0.01; date=2024-11-20; point=n/a || valeur=0.01; date=2024-12-11; point=n/a || valeur=0.01; date=2025-01-08; point=n/a,MIGRER,
staging,raw_suivi_qualite_sebou_jr,parametre_qualite,val_qual_sebou_jr,Nitrates,nitrates,Nitrates,NITRATES,MAPPED,0.95,à confirmer,mg/L,mg/L,UNIT_ASSUMED,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_MISSING | UNIT_ASSUMED,MESURE,4572,0,valeur=NaN; date=2023-12-07; point=2263/15 || valeur=NaN; date=2023-12-08; point=2263/15 || valeur=0.42; date=2023-12-09; point=2263/15,MIGRER_AVEC_FLAG,Unité standard métier appliquée par défaut en l’absence d’unité source fiable.
