node_id,geom
384,01010000204F6600000040A49FA4631C418068912D9A301941
385,01010000204F66000080A22379FD3A1C4100E78CA8FF4A1941
386,01010000204F66000080D8F07408B11C4100DCD78194B51941
387,01010000204F66000000B4C8F654D61C4100E3369AC2B11941
388,01010000204F660000807B832F12031D414027A049CEC01941
389,01010000204F660000000EBE303A221D41407E8C3932C41941
390,01010000204F66000000FFB23BC2761D41C03D79D8CBC01941
391,01010000204F66000000C7BAF84EB31D4140575BB107701941
392,01010000204F66000080C5FE727BEA1D410093A9825C6C1941
393,01010000204F66000080136103D6261E4180348037DF351941
394,01010000204F66000000EEEB808B4E1F41A04469AF11AE1A41
395,01010000204F6600000092CB3F3F4C1E4180438BECE0CB1741
396,01010000204F66000080B81E45B7021E4180A1D63464621841
397,01010000204F660000809A779CE67A1E4100A167F3F1E21841
398,01010000204F66000000D7A330212F1F41408716190B521A41
399,01010000204F66000080900FFAC52D1E4180F2B0D050A71841
400,01010000204F6600008060E510BCAC1E41C044D8B0B1D91841
401,01010000204F660000803177EDE3DF1E4120F016081A361841
402,01010000204F66000080F90FE9505D1E41000DE0EDA0DF1841
403,01010000204F660000006822AC116B1E41406C783A37C31841
404,01010000204F66000000C58F71D17F1E4180B7408248A61841
405,01010000204F660000804F1E16BA061F4100492EBF64DB1841
406,01010000204F6600000011C7FAC5B01F4100EEEB004A571941
407,01010000204F660000804DF38EE2E11F4180A0F831F21B1941
408,01010000204F660000C0703DAA840A2041C02C435CFA0B1941
409,01010000204F66000000431CEB369A1E4120AF2524939A1841
410,01010000204F66000000CAC3C2C3F31F4140C1A8E464E91941
411,01010000204F66000080591777B9CB1E41C05452A7976C1841
412,01010000204F6600004080B7E0B8032041C034EF7885FC1941
413,01010000204F660000800E9CF3E31B1F410000004056191841
414,01010000204F660000C05AD3BC67BE1F4140189594C9B11941
415,01010000204F660000804BC847654A1E4180A98251C1FC1841
416,01010000204F66000000B459B539551F41804F1ED65F2C1841
417,01010000204F6600008007AC1C20B81F41403A924B216B1941
418,01010000204F66000000780B646DB61F41205A64FB80A81B41
419,01010000204F66000080ED7CFFD5881F41809A771C440F1841
420,01010000204F6600008047E13A72E81F418073469427C21941
421,01010000204F66000080C5FEF27FAB1F41C0C8767ED3DB1741
422,01010000204F6600000052B8DE27A51F41006A4DB365221941
423,01010000204F66000000BB278FEC791F4180B96B094BFE1841
424,01010000204F66000000068115D1491F41C082510962E71841
425,01010000204F6600000099BB160B9B1F41C08F31F7242F1941
426,01010000204F660000002653858F841F41C0E1E9D530041C41
427,01010000204F66000000E3361A6E131F4180AEB622C4EC1B41
428,01010000204F6600008AD300A4FC421E413E7C9A5CB1E31B41
429,01010000204F6600001B5E9CC842C91D4114A90650E44F1B41
430,01010000204F660000E2ED2E3821BB1D41F6B26A83C7041B41
431,01010000204F660000552BD12CD5AC1D414003780B3F951B41
432,01010000204F66000001AE490DE98E1D41EDDD6E8F82A71B41
433,01010000204F66000090F61E1152901D41AD5507DBFACB1B41
